,CAS Latency,Color,ECC,Heat Spreader,Manufacturer,Model,Part Number,Price/GB,Registered,Size,Speed,Timing,Type,Voltage
391,18,Black,False,True,Corsair,,CMW64GX4M4K3600C18,$10.62,False,64 GB (4 x 16 GB),DDR4-3600,18-19-19-39,288-pin DIMM,1.35 V
392,15,White / Silver,False,True,Crucial,,BLS2K8G4D30AESCK,$6.56,False,16 GB (2 x 8 GB),DDR4-3000,,288-pin DIMM,1.35 V
393,19,Green / Black,True,False,Samsung,,M393A4K40CB2-CTD,$6.56,True,32 GB (1 x 32 GB),DDR4-2666,,288-pin DIMM,1.2 V
394,10,Black / Red,False,True,G.Skill,,F3-14900CL10S-8GBXL,$5.12,False,8 GB (1 x 8 GB),DDR3-1866,,240-pin DIMM,1.5 V
395,15,Black,False,True,Corsair,,CMK16GX4M4A2133C13,$6.06,False,16 GB (4 x 4 GB),DDR4-2133,15-15-15-36,288-pin DIMM,1.2 V
396,15,Black,False,True,Corsair,,CMW64GX4M4C3000C15,$6.25,False,64 GB (4 x 16 GB),DDR4-3000,15-17-17-35,288-pin DIMM,1.35 V
397,14,Silver / White,False,True,G.Skill,,F4-3200C14Q-32GTZSW,$10.66,False,32 GB (4 x 8 GB),DDR4-3200,14-14-14-34,288-pin DIMM,1.35 V
398,16,Black,False,True,Corsair,,CMW32GX4M2C3333C16,$7.31,False,32 GB (2 x 16 GB),DDR4-3333,16-18-18-36,288-pin DIMM,1.35 V
399,13,Black / Silver,False,True,Kingston,,HX426C13PB3K2/16,$7.00,False,16 GB (2 x 8 GB),DDR4-2666,,288-pin DIMM,1.35 V
400,16,Silver,False,True,G.Skill,,F4-3200C16D-16GTRS,$8.75,False,16 GB (2 x 8 GB),DDR4-3200,16-18-18-38,288-pin DIMM,1.35 V
401,16,Red,False,True,G.Skill,,F4-3200C16D-16GVRB,$6.62,False,16 GB (2 x 8 GB),DDR4-3200,,288-pin DIMM,1.35 V
402,16,,False,False,Team,,TED48G2400C1601,$4.87,False,8 GB (1 x 8 GB),DDR4-2400,16-16-16-39,288-pin DIMM,1.2 V
403,11,Green,False,False,Kingston,,KVR16N11S8/4,$6.47,False,4 GB (1 x 4 GB),DDR3-1600,,240-pin DIMM,1.5 V
404,14,Red / Silver,False,True,G.Skill,,F4-3200C14D-16GTZ,$10.06,False,16 GB (2 x 8 GB),DDR4-3200,,288-pin DIMM,1.35 V
405,16,Black / White,False,True,ADATA,,AX4U266638G16-DBG,$4.75,False,16 GB (2 x 8 GB),DDR4-2666,,288-pin DIMM,1.2 V
406,9,Black / Red,False,True,G.Skill,,F3-14900CL9D-8GBXL,$7.00,False,8 GB (2 x 4 GB),DDR3-1866,,240-pin DIMM,1.5 V
407,16,Camo,False,True,Crucial,,BLS2K8G4D240FSCK,$5.37,False,16 GB (2 x 8 GB),DDR4-2400,,288-pin DIMM,1.2 V
408,17,,True,False,Crucial,,CT32G4RFD424A,$11.12,True,32 GB (1 x 32 GB),DDR4-2400,,288-pin DIMM,1.2 V
409,15,Red,False,True,G.Skill,,F4-2666C15D-32GVR,$5.50,False,32 GB (2 x 16 GB),DDR4-2666,,288-pin DIMM,1.2 V
410,16,White,False,True,Corsair,,CMR32GX4M4C3200C16W,$9.91,False,32 GB (4 x 8 GB),DDR4-3200,16-18-18-36,288-pin DIMM,1.35 V
411,9,Black / Red,False,True,Corsair,,CMY8GX3M2A1600C9R,$6.12,False,8 GB (2 x 4 GB),DDR3-1600,9-9-9-24,240-pin DIMM,1.5 V
412,16,Black,False,True,G.Skill,,F4-3466C16Q2128GTZKK,$9.06,False,128 GB (8 x 16 GB),DDR4-3466,16-18-18-38,288-pin DIMM,1.35 V
413,15,Black / Silver,False,True,Kingston,,HX424C15FB/16,$5.56,False,16 GB (1 x 16 GB),DDR4-2400,,288-pin DIMM,1.2 V
414,14,Black / White,False,True,Kingston,,HX421C14FB/8,$9.99,False,8 GB (1 x 8 GB),DDR4-2133,,288-pin DIMM,1.2 V
415,16,Red,False,True,ADATA,,AX4U320038G16-DR41,$6.75,False,16 GB (2 x 8 GB),DDR4-3200,,288-pin DIMM,1.35 V
416,9,Black,False,False,G.Skill,,F3-10666CL9S-4GBNT,$5.25,False,4 GB (1 x 4 GB),DDR3-1333,,240-pin DIMM,1.5 V
417,15,Black,False,True,G.Skill,,F4-2400C15D-16GTZRX,$6.31,False,16 GB (2 x 8 GB),DDR4-2400,15-15-15-35,288-pin DIMM,1.2 V
418,19,Silver,False,True,G.Skill,,F4-4266C19D-16GTRS,$16.31,False,16 GB (2 x 8 GB),DDR4-4266,19-19-19-39,288-pin DIMM,1.4 V
419,16,Black,False,True,Corsair,CORSAIR Vengeance LPX 16GB 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model CMK16GX4M1D3000C16,CMK16GX4M1D3000C16,$5.00,False,16 GB (1 x 16 GB),DDR4-3000,16-20-20-38,288-pin DIMM,1.35 V
420,15,Black / Red,False,True,G.Skill,,F4-2400C15D-16GFT,$4.75,False,16 GB (2 x 8 GB),DDR4-2400,15-15-15-39,288-pin DIMM,1.2 V
421,15,Silver / Black,False,True,Crucial,,BLS2K8G4D30AESBK,$5.94,False,16 GB (2 x 8 GB),DDR4-3000,,288-pin DIMM,1.35 V
422,11,Green,False,False,Patriot,,PSD38G1600K,$4.25,False,8 GB (2 x 4 GB),DDR3-1600,,240-pin DIMM,1.5 V
423,15,Black,False,True,G.Skill,,F4-3200C15D-16GVK,$8.19,False,16 GB (2 x 8 GB),DDR4-3200,,288-pin DIMM,1.35 V
424,15,Black,False,True,Team,,TF3D48G2400HC15B01,$6.37,False,8 GB (1 x 8 GB),DDR4-2400,15-17-17-35,288-pin DIMM,1.2 V
425,16,White,False,True,Corsair,,CMW64GX4M4A2666C16W,$5.31,False,64 GB (4 x 16 GB),DDR4-2666,16-18-18-35,288-pin DIMM,1.2 V
426,16,Red / Black,False,True,Crucial,,bls4k16g4d26bfse,$5.55,False,64 GB (4 x 16 GB),DDR4-2666,,288-pin DIMM,1.2 V
427,16,Silver,False,True,Crucial,,BLT2K8G4D26BFT4K,$6.69,False,16 GB (2 x 8 GB),DDR4-2666,,288-pin DIMM,1.2 V
428,16,Red / Black,False,True,Team,,TPRD416G2400HC16DC02,$4.37,False,16 GB (2 x 8 GB),DDR4-2400,16-16-16-39,288-pin DIMM,1.2 V
429,15,Black,False,True,Kingston,,HX430C15PB3K4/64,$6.39,False,64 GB (4 x 16 GB),DDR4-3000,,288-pin DIMM,1.35 V
430,16,Black / Red,False,True,G.Skill,,F4-2400C16D-32GFT,$4.41,False,32 GB (2 x 16 GB),DDR4-2400,16-16-16-39,288-pin DIMM,1.2 V
431,15,Red,False,True,Kingston,,HX424C15FR2K2/16,$6.62,False,16 GB (2 x 8 GB),DDR4-2400,,288-pin DIMM,1.2 V
432,16,Black,False,True,Crucial,,BLE2K8G4D26AFEA,$8.09,False,16 GB (2 x 8 GB),DDR4-2666,,288-pin DIMM,1.2 V
433,16,Silver / Black,False,True,G.Skill,,F4-3200C16Q-32GTZSK,$6.59,False,32 GB (4 x 8 GB),DDR4-3200,16-18-18-38,288-pin DIMM,1.35 V
434,15,White,False,True,Team,,TF4D416G2666HC15BDC01,$4.69,False,16 GB (2 x 8 GB),DDR4-2666,15-17-17-35,288-pin DIMM,1.2 V
435,15,Black / Silver,False,True,Kingston,,HX426C15FBK4/16,$6.81,False,16 GB (4 x 4 GB),DDR4-2666,,288-pin DIMM,1.2 V
436,9,Black / Red,False,True,G.Skill,,F3-10666CL9S-4GBRL,$5.25,False,4 GB (1 x 4 GB),DDR3-1333,,240-pin DIMM,1.5 V
437,14,Black,False,True,G.Skill,,F4-2933C14D-16GFX,$9.12,False,16 GB (2 x 8 GB),DDR4-2933,14-14-14-34,288-pin DIMM,1.35 V
438,10,Black / Silver,False,True,Patriot,,PV38G160C0,$4.00,False,8 GB (1 x 8 GB),DDR3-1600,,240-pin DIMM,1.5 V
439,9,Black / Red,False,True,G.Skill,,F3-10666CL9T-12GBRL,$5.08,False,12 GB (3 x 4 GB),DDR3-1333,,240-pin DIMM,1.5 V
440,15,Silver,False,True,G.Skill,,F4-2666C15D-16GVS,$6.00,False,16 GB (2 x 8 GB),DDR4-2666,,288-pin DIMM,1.2 V
441,16,Silver / Black,False,True,Crucial,,BLS2K8G4D26BFSTK,$5.37,False,16 GB (2 x 8 GB),DDR4-2666,,288-pin DIMM,1.2 V
442,16,Silver,False,True,G.Skill,,F4-3200C16D-32GTRS,$7.37,False,32 GB (2 x 16 GB),DDR4-3200,16-18-18-38,288-pin DIMM,1.35 V
443,10,Black / Red,False,True,G.Skill,,F3-12800CL10S-8GBXL,$4.50,False,8 GB (1 x 8 GB),DDR3-1600,,240-pin DIMM,1.5 V
444,16,Red / Black,False,True,Crucial,,BLS2K8G4D32AESEK,$6.25,False,16 GB (2 x 8 GB),DDR4-3200,,288-pin DIMM,1.35 V
445,16,Silver / Gray,False,True,Crucial,,BLS2K8G4D30BESBK,$5.81,False,16 GB (2 x 8 GB),DDR4-3000,,288-pin DIMM,1.35 V
446,14,Black,False,True,G.Skill,,F4-3200C14Q2-64GTZR,$12.97,False,64 GB (8 x 8 GB),DDR4-3200,14-14-14-34,288-pin DIMM,1.35 V
447,15,Red,False,True,Corsair,,CMK8GX4M1A2400C14R,$5.37,False,8 GB (1 x 8 GB),DDR4-2400,15-15-15-36,288-pin DIMM,1.2 V
448,16,White,False,True,Corsair,,CMK16GX4M2B3200C16W,$6.56,False,16 GB (2 x 8 GB),DDR4-3200,16-18-18-36,288-pin DIMM,1.35 V
449,15,Black / Red,False,True,G.Skill,,F4-2400C15D-32GIS,$4.41,False,32 GB (2 x 16 GB),DDR4-2400,,288-pin DIMM,1.2 V
450,9,Black / Blue,False,True,G.Skill,,F3-1600C9S-8GXM,$5.00,False,8 GB (1 x 8 GB),DDR3-1600,,240-pin DIMM,1.5 V
451,16,Red,False,True,ADATA,,AX4U320038G16-DR80,$7.69,False,16 GB (2 x 8 GB),DDR4-3200,,288-pin DIMM,1.35 V
452,16,Black,False,True,Corsair,,CMK16GX4M2D3000C16,$5.19,False,16 GB (2 x 8 GB),DDR4-3000,16-20-20-38,288-pin DIMM,1.35 V
453,18,Gold,False,True,G.Skill,,F4-3600C18D-16GTRG,$9.75,False,16 GB (2 x 8 GB),DDR4-3600,18-22-22-42,288-pin DIMM,1.35 V
454,17,Black / Silver,False,True,Kingston,,HX436C17PB3K2/32,$10.72,False,32 GB (2 x 16 GB),DDR4-3600,,288-pin DIMM,1.35 V
455,15,Red,False,True,Corsair,,CMK32GX4M2B3000C15R,$5.94,False,32 GB (2 x 16 GB),DDR4-3000,15-15-15-36,288-pin DIMM,1.35 V
456,18,Black,False,True,Corsair,,CMT16GX4M2C3600C18,$11.87,False,16 GB (2 x 8 GB),DDR4-3600,18-19-19-39,288-pin DIMM,1.35 V
457,18,Black,False,True,Corsair,,CMW16GX4M2C3600C18,$11.22,False,16 GB (2 x 8 GB),DDR4-3600,18-19-19-39,288-pin DIMM,1.35 V
458,15,Red,False,True,G.Skill,,F4-3000C15D-32GVR,$5.97,False,32 GB (2 x 16 GB),DDR4-3000,,288-pin DIMM,1.35 V
459,15,Red / Silver,False,True,G.Skill,,F4-3000C15D-16GTZ,$6.94,False,16 GB (2 x 8 GB),DDR4-3000,,288-pin DIMM,1.35 V
460,9,Green,False,False,Crucial,,CT2KIT25664BA1339,$6.62,False,4 GB (2 x 2 GB),DDR3-1333,,240-pin DIMM,1.5 V
461,18,Black,False,True,G.Skill,,F4-2666C18Q-32GTZR,$6.44,False,32 GB (4 x 8 GB),DDR4-2666,18-18-18-43,288-pin DIMM,1.2 V
462,15,Black,False,False,G.Skill,,F4-2400C15Q-16GNT,$5.19,False,16 GB (4 x 4 GB),DDR4-2400,,288-pin DIMM,1.2 V
463,17,,True,False,Kingston,,KVR24E17S8/4,$10.74,False,4 GB (1 x 4 GB),DDR4-2400,,288-pin DIMM,1.2 V
464,15,Black / Red,False,True,G.Skill,,F4-2400C15D-32GFT,$4.41,False,32 GB (2 x 16 GB),DDR4-2400,15-15-15-39,288-pin DIMM,1.2 V
465,15,Black / Yellow,False,True,Corsair,,CMK128GX4M8A2666C16,$5.08,False,128 GB (8 x 16 GB),DDR4-2666,15-15-15-36,288-pin DIMM,1.2 V
466,17,Black,False,True,G.Skill,,F4-3600C17D-16GTZR,$10.37,False,16 GB (2 x 8 GB),DDR4-3600,17-18-18-38,288-pin DIMM,1.35 V
467,19,Red / Black,False,True,G.Skill,,F4-3600C19D-32GVRB,$5.62,False,32 GB (2 x 16 GB),DDR4-3600,19-20-20-40,288-pin DIMM,1.35 V
468,16,Black,False,True,Corsair,,CMW64GX4M8C3200C16,$7.66,False,64 GB (8 x 8 GB),DDR4-3200,16-18-18-36,288-pin DIMM,1.35 V
469,11,Black / Blue,False,True,G.Skill,,F3-2400C11D-16GXM,$5.37,False,16 GB (2 x 8 GB),DDR3-2400,,240-pin DIMM,1.65 V
470,16,White,False,True,Corsair,,CMW32GX4M4C3200C16W,$7.19,False,32 GB (4 x 8 GB),DDR4-3200,16-18-18-36,288-pin DIMM,1.35 V
471,16,Silver,False,True,G.Skill,,F4-3200C16Q-64GTRS,$7.20,False,64 GB (4 x 16 GB),DDR4-3200,16-18-18-38,288-pin DIMM,1.35 V
472,17,Green / Black,True,False,Samsung,,M393A4K40CB1-CRC,$6.84,True,32 GB (1 x 32 GB),DDR4-2400,,288-pin DIMM,1.2 V
473,16,White / Silver,False,True,Crucial,,BLS2K16G4D32AESC,$6.69,False,32 GB (2 x 16 GB),DDR4-3200,,288-pin DIMM,1.35 V
474,16,Black,False,True,Corsair,,CMK32GX4M2D3000C16,$5.31,False,32 GB (2 x 16 GB),DDR4-3000,16-20-20-38,288-pin DIMM,1.35 V
475,15,Black,False,True,G.Skill,,F4-2400C15Q-32GTZR,$6.44,False,32 GB (4 x 8 GB),DDR4-2400,15-15-15-35,288-pin DIMM,1.2 V
476,16,White / Gray,False,True,OLOy,,MD4MU081G83016D,$5.00,False,16 GB (2 x 8 GB),DDR4-3000,16-18-18-38,288-pin DIMM,1.35 V
477,17,Black,False,True,G.Skill,,F4-4000C17D-16GTZR,$15.69,False,16 GB (2 x 8 GB),DDR4-4000,17-17-17-37,288-pin DIMM,1.35 V
478,16,Silver,False,True,Crucial,,BLS2K4G4D240FSB,$5.86,False,8 GB (2 x 4 GB),DDR4-2400,,288-pin DIMM,1.2 V
479,16,Silver / Black,False,True,Crucial,,BLS2K16G4D26BFST,$5.56,False,32 GB (2 x 16 GB),DDR4-2666,,288-pin DIMM,1.2 V
480,18,Black,False,True,Corsair,,CMT16GX4M2K4800C18,$49.37,False,16 GB (2 x 8 GB),DDR4-4800,18-24-24-46,288-pin DIMM,1.5 V
481,15,Black / Red,False,True,G.Skill,,F4-2400C15Q-64GIS,$4.39,False,64 GB (4 x 16 GB),DDR4-2400,,288-pin DIMM,1.2 V
482,9,Black / Red,False,True,G.Skill,,F3-10666CL9Q-32GBXL,$4.41,False,32 GB (4 x 8 GB),DDR3-1333,,240-pin DIMM,1.5 V
483,9,Black / Blue,False,True,G.Skill,,F3-1600C9Q-32GXM,$4.72,False,32 GB (4 x 8 GB),DDR3-1600,,240-pin DIMM,1.5 V
484,15,Black,False,True,Corsair,,CMW16GX4M2C3000C15,$6.56,False,16 GB (2 x 8 GB),DDR4-3000,15-17-17-35,288-pin DIMM,1.35 V
485,16,Red / Silver,False,True,G.Skill,,F4-3200C16D-8GTZB,$9.25,False,8 GB (2 x 4 GB),DDR4-3200,,288-pin DIMM,1.35 V
486,11,Green,False,False,Crucial,,CT25664BD160B,$8.49,False,2 GB (1 x 2 GB),DDR3-1600,,240-pin DIMM,1.35 V
487,16,Red,False,True,Crucial,,BLS2K8G4D26BFSEK,$5.37,False,16 GB (2 x 8 GB),DDR4-2666,,288-pin DIMM,1.2 V
488,17,Black,False,False,G.Skill,,F4-2400C17S-8GNT,$4.62,False,8 GB (1 x 8 GB),DDR4-2400,17-17-17-39,288-pin DIMM,1.2 V
489,16,Black,False,True,Team,,TF3D48G3000HC16CDC01,$6.50,False,8 GB (2 x 4 GB),DDR4-3000,16-18-18-38,288-pin DIMM,1.35 V
490,15,White / Silver,False,True,Crucial,,BLS2K16G4D30AESC,$6.44,False,32 GB (2 x 16 GB),DDR4-3000,,288-pin DIMM,1.35 V
491,16,Gold,False,True,G.Skill,,F4-3000C16D-32GTRG,$6.88,False,32 GB (2 x 16 GB),DDR4-3000,16-18-18-38,288-pin DIMM,1.35 V
492,15,Black,False,True,G.Skill,,F4-2400C15D-32GTZRX,$5.50,False,32 GB (2 x 16 GB),DDR4-2400,15-15-15-35,288-pin DIMM,1.2 V
493,16,Silver,False,True,G.Skill,,F4-3000C16D-32GTRS,$6.75,False,32 GB (2 x 16 GB),DDR4-3000,16-18-18-38,288-pin DIMM,1.35 V
494,16,White,False,True,Team,,TF4D416G3200HC16CDC01,$6.25,False,16 GB (2 x 8 GB),DDR4-3200,16-18-18-38,288-pin DIMM,1.35 V
495,16,Black / Yellow,False,True,Corsair,,CMK8GX4M2C3000C16,$6.87,False,8 GB (2 x 4 GB),DDR4-3000,,288-pin DIMM,1.35 V
496,15,Red / Black,False,True,ADATA,,AX4U2133W8G15-QRZ,$4.37,False,32 GB (4 x 8 GB),DDR4-2133,,288-pin DIMM,1.2 V
497,16,Red,False,True,Crucial,,BLS16G4D240FSE,$5.31,False,16 GB (1 x 16 GB),DDR4-2400,,288-pin DIMM,1.2 V
498,16,Camo / Black,False,True,G.Skill,,F4-3400C16D-16GSXW,$9.94,False,16 GB (2 x 8 GB),DDR4-3400,16-16-16-36,288-pin DIMM,1.35 V
499,16,Black,False,True,G.Skill,,F4-3200C16D-16GTZRX,$8.19,False,16 GB (2 x 8 GB),DDR4-3200,16-18-18-38,288-pin DIMM,1.35 V
500,19,Black / Yellow,False,True,Corsair,,CMK128GX4M8X3800C19,$13.98,False,128 GB (8 x 16 GB),DDR4-3800,19-19-19-39,288-pin DIMM,1.35 V
501,16,Silver,False,True,Crucial,,BLT4G4D26AFTA,$7.50,False,4 GB (1 x 4 GB),DDR4-2666,,288-pin DIMM,1.2 V
502,16,Black,False,True,Corsair,,CMW32GX4M2A2666C16,$5.47,False,32 GB (2 x 16 GB),DDR4-2666,16-18-18-35,288-pin DIMM,1.2 V
503,19,Black,False,True,Corsair,,CMW32GX4M4K4266C19,$20.94,False,32 GB (4 x 8 GB),DDR4-4266,19-26-26-46,288-pin DIMM,1.45 V
504,18,White,False,True,Corsair,,CMW16GX4M2C3600C18W,$11.25,False,16 GB (2 x 8 GB),DDR4-3600,18-19-19-39,288-pin DIMM,1.35 V
505,14,Silver / Red,False,True,G.Skill,,F4-3200C14Q2-128GTZ,$10.94,False,128 GB (8 x 16 GB),DDR4-3200,14-14-14-34,288-pin DIMM,1.35 V
506,16,Black,False,True,G.Skill,,F4-3200C16D-32GTZR,$6.44,False,32 GB (2 x 16 GB),DDR4-3200,16-18-18-38,288-pin DIMM,1.35 V
507,15,Black / Green,True,False,Kingston,,KTM-SX421LQ/32G,$19.37,False,32 GB (1 x 32 GB),DDR4-2133,,288-pin DIMM,1.2 V
508,15,Black / Red,False,True,G.Skill,,F4-2133C15D-32GFT,$4.41,False,32 GB (2 x 16 GB),DDR4-2133,15-15-15-36,288-pin DIMM,1.2 V
509,16,Black / Silver,False,True,Kingston,,HX432C16PB3AK2/16,$7.75,False,16 GB (2 x 8 GB),DDR4-3200,,288-pin DIMM,1.35 V
510,15,Blue,False,True,G.Skill,,F4-3000C15D-16GRBB,$6.30,False,16 GB (2 x 8 GB),DDR4-3000,,288-pin DIMM,1.35 V
511,19,Black,False,True,Corsair,,CMW16GX4M2K4000C19,$17.50,False,16 GB (2 x 8 GB),DDR4-4000,19-23-23-45,288-pin DIMM,1.35 V
512,18,Black,False,True,Corsair,,CMW128GX4M8X3600C18,$10.94,False,128 GB (8 x 16 GB),DDR4-3600,18-19-19-39,288-pin DIMM,1.35 V
513,19,Black / Silver,False,True,Kingston,,HX434C19FB2K2/16,$7.50,False,16 GB (2 x 8 GB),DDR4-3466,,288-pin DIMM,1.2 V
514,15,Black / White,False,True,Kingston,,HX424C15FBK2/8,$6.86,False,8 GB (2 x 4 GB),DDR4-2400,,288-pin DIMM,1.2 V
515,18,Black,False,True,G.Skill,,F4-4400C18D-16GTZR,$19.12,False,16 GB (2 x 8 GB),DDR4-4400,18-19-19-39,288-pin DIMM,1.4 V
516,16,Black / Gray,False,True,Team,,TLGD48G3000HC16CDC01,$6.36,False,8 GB (2 x 4 GB),DDR4-3000,16-18-18-38,288-pin DIMM,1.35 V
517,16,Gray,False,True,Crucial,,BLS8G4D26BFSBK,$5.62,False,8 GB (1 x 8 GB),DDR4-2666,,288-pin DIMM,1.2 V
518,16,Black,False,True,GeIL,,GPB416GB3000C16ADC,$5.37,False,16 GB (2 x 8 GB),DDR4-3000,16-18-18-36,288-pin DIMM,1.35 V
519,16,White,False,True,Corsair,,CMW128GX4M8C3200C16W,$7.42,False,128 GB (8 x 16 GB),DDR4-3200,16-18-18-36,288-pin DIMM,1.35 V
520,15,Black / Red,False,True,G.Skill,,F4-3000C15D-16GVR,$5.94,False,16 GB (2 x 8 GB),DDR4-3000,,288-pin DIMM,1.35 V
521,17,Black,False,True,G.Skill,,F4-4133C17Q-32GTZR,$18.16,False,32 GB (4 x 8 GB),DDR4-4133,17-17-17-37,288-pin DIMM,1.4 V
522,16,Silver / Black,False,True,Crucial,,BLS16G4D30BESB,$5.75,False,16 GB (1 x 16 GB),DDR4-3000,,288-pin DIMM,1.35 V
523,16,Black / White,False,True,G.Skill,,F4-3600C16Q-32GTZKK,$10.66,False,32 GB (4 x 8 GB),DDR4-3600,16-16-16-36,288-pin DIMM,1.35 V
524,16,Black / Yellow,False,True,Corsair,,CMK8GX4M1A2400C16,$5.00,False,8 GB (1 x 8 GB),DDR4-2400,,288-pin DIMM,1.2 V
525,17,Silver,False,True,G.Skill,,F4-4000C17Q-32GTRS,$17.84,False,32 GB (4 x 8 GB),DDR4-4000,17-17-17-37,288-pin DIMM,1.35 V
526,16,Black,False,True,G.Skill,,F4-3466C16D-16GVK,$8.81,False,16 GB (2 x 8 GB),DDR4-3466,,288-pin DIMM,1.35 V
527,16,Black,False,True,Corsair,,CMW16GX4M2K3600C16,$16.25,False,16 GB (2 x 8 GB),DDR4-3600,16-18-18-36,288-pin DIMM,1.35 V
528,19,Black / Yellow,False,True,Corsair,,CMK32GX4M2K4133C19,$15.62,False,32 GB (2 x 16 GB),DDR4-4133,19-25-25-45,288-pin DIMM,1.4 V
529,14,Red / Silver,False,True,G.Skill,,F4-3000C14D-16GTZ,$8.81,False,16 GB (2 x 8 GB),DDR4-3000,,288-pin DIMM,1.35 V
530,18,White,False,True,Corsair,,CMR16GX4M2C3600C18W,$13.87,False,16 GB (2 x 8 GB),DDR4-3600,18-19-19-39,288-pin DIMM,1.35 V
531,16,Red / Black,False,True,Crucial,,BLS2K8G4D240FSEK,$5.19,False,16 GB (2 x 8 GB),DDR4-2400,,288-pin DIMM,1.2 V
532,15,Black / Yellow,False,True,Corsair,,CMK8GX4M2B3000C15,$7.87,False,8 GB (2 x 4 GB),DDR4-3000,15-17-17-35,288-pin DIMM,1.35 V
533,16,Silver / Black,False,True,Crucial,,BLS4K8G4D30BESBK,$6.16,False,32 GB (4 x 8 GB),DDR4-3000,,288-pin DIMM,1.35 V
534,15,Black,False,True,Team,,TLGD48G2666HC15B01,$6.37,False,8 GB (1 x 8 GB),DDR4-2666,15-17-17-35,288-pin DIMM,1.2 V
535,19,Black / Yellow,False,True,Corsair,,CMK16GX4M2K4600C19,$31.25,False,16 GB (2 x 8 GB),DDR4-4600,19-26-26-46,288-pin DIMM,1.5 V
536,15,Gray / Black,False,True,Team,,TDGED416G2666HC15BDC01,$5.19,False,16 GB (2 x 8 GB),DDR4-2666,15-17-17-35,288-pin DIMM,1.2 V
537,18,Silver,False,True,G.Skill,,F4-4800C18D-16GTRS,$31.31,False,16 GB (2 x 8 GB),DDR4-4800,18-22-22-42,288-pin DIMM,1.5 V
538,16,Black,False,True,G.Skill,,F4-3200C16D-32GTZRX,$6.41,False,32 GB (2 x 16 GB),DDR4-3200,16-18-18-38,288-pin DIMM,1.35 V
539,15,White,False,True,Corsair,,CMW32GX4M2C3000C15W,$6.41,False,32 GB (2 x 16 GB),DDR4-3000,15-17-17-35,288-pin DIMM,1.35 V
540,16,Black / Red,False,True,G.Skill,,F4-2800C16D-8GVR,$6.00,False,8 GB (2 x 4 GB),DDR4-2800,,288-pin DIMM,1.2 V
541,15,Black,False,True,Corsair,,CMT32GX4M4C3000C15,$8.75,False,32 GB (4 x 8 GB),DDR4-3000,15-17-17-35,288-pin DIMM,1.35 V
542,19,Green,False,False,Crucial,,CT2K8G4DFS8266,$5.81,False,16 GB (2 x 8 GB),DDR4-2666,,288-pin DIMM,1.2 V
543,16,White,False,True,Team,,TF4D48G3000HC16CDC01,$6.37,False,8 GB (2 x 4 GB),DDR4-3000,16-18-18-38,288-pin DIMM,1.35 V
544,19,Silver / Camo,False,True,G.Skill,,F4-3600C19D-32GSXKB,$5.81,False,32 GB (2 x 16 GB),DDR4-3600,19-20-20-40,288-pin DIMM,1.35 V
545,14,Silver / White,False,True,G.Skill,,F4-3200C14Q-64GTZSW,$10.09,False,64 GB (4 x 16 GB),DDR4-3200,14-14-14-34,288-pin DIMM,1.35 V
546,16,Black,False,True,Corsair,,CMW64GX4M4A2666C16,$5.31,False,64 GB (4 x 16 GB),DDR4-2666,16-18-18-35,288-pin DIMM,1.2 V
547,17,Black / Silver,False,True,Kingston,,HX436C17PB3K2/16,$11.12,False,16 GB (2 x 8 GB),DDR4-3600,,288-pin DIMM,1.35 V
548,19,Red / Black,False,False,G.Skill,,F4-2666C19S-8GIS,$4.37,False,8 GB (1 x 8 GB),DDR4-2666,19-19-19-43,288-pin DIMM,1.2 V
549,16,Silver,False,True,Crucial,,BLS2K8G4D240FSB,$6.24,False,16 GB (2 x 8 GB),DDR4-2400,,288-pin DIMM,1.2 V
550,15,Red,False,True,G.Skill,,F4-2800C15S-8GVRB,$5.75,False,8 GB (1 x 8 GB),DDR4-2800,,288-pin DIMM,1.25 V
551,11,Black / Red,False,True,G.Skill,,F3-2400C11D-8GSR,$6.37,False,8 GB (2 x 4 GB),DDR3-2400,,240-pin DIMM,1.65 V
552,14,Black,False,True,G.Skill,,F4-3200C14D-32GTZR,$9.84,False,32 GB (2 x 16 GB),DDR4-3200,14-14-14-34,288-pin DIMM,1.35 V
553,16,Silver,False,True,Crucial,,BLT2K8G4D30BET4K,$7.12,False,16 GB (2 x 8 GB),DDR4-3000,,288-pin DIMM,1.35 V
554,9,Black / Silver,False,True,Corsair,,CMZ16GX3M4A1600C9,$6.12,False,16 GB (4 x 4 GB),DDR3-1600,9-9-9-24,240-pin DIMM,1.5 V
555,10,White / Silver,False,True,Kingston,,HX318C10FWK2/8,$7.25,False,8 GB (2 x 4 GB),DDR3-1866,,240-pin DIMM,1.5 V
556,16,Red / Black,False,True,Crucial,,BLS8G4D32AESEK,$6.62,False,8 GB (1 x 8 GB),DDR4-3200,,288-pin DIMM,1.35 V
557,16,White,False,True,Team,,TF2D416G3000HC16CDC01,$6.00,False,16 GB (2 x 8 GB),DDR4-3000,16-18-18-38,288-pin DIMM,1.35 V
558,16,Black,False,True,Corsair,,CMW128GX4M8C3000C16,$7.11,False,128 GB (8 x 16 GB),DDR4-3000,16-18-18-36,288-pin DIMM,1.35 V
