,CAS Latency,Color,ECC,Heat Spreader,Manufacturer,Model,Part Number,Price/GB,Registered,Size,Speed,Timing,Type,Voltage
559,16,Black,False,True,Corsair,,CMW16GX4M2Z2933C16,$6.56,False,16 GB (2 x 8 GB),DDR4-2933,16-18-18-36,288-pin DIMM,1.35 V
560,16,Black,False,True,Kingston,,HX432C16PB3AK4/32,$7.78,False,32 GB (4 x 8 GB),DDR4-3200,,288-pin DIMM,1.35 V
561,16,Black,False,True,G.Skill,,F4-3200C16Q-64GVK,$5.62,False,64 GB (4 x 16 GB),DDR4-3200,,288-pin DIMM,1.35 V
562,19,Silver / Black,False,True,Patriot,,PVS416G400C9K,$8.75,False,16 GB (2 x 8 GB),DDR4-4000,19-19-19-39,288-pin DIMM,1.35 V
563,10,Blue / Silver,False,True,Kingston,,HX316C10F/4,$6.75,False,4 GB (1 x 4 GB),DDR3-1600,,240-pin DIMM,1.5 V
564,16,Red / Silver,False,True,G.Skill,,F4-3200C16D-16GTZB,$6.62,False,16 GB (2 x 8 GB),DDR4-3200,,288-pin DIMM,1.35 V
565,17,Silver / Black,False,True,Crucial,,BLS8G4D30CESTK,$5.87,False,8 GB (1 x 8 GB),DDR4-3000,,288-pin DIMM,1.35 V
566,16,Black / Red,False,True,Corsair,,CMD32GX4M4C3200C16-ROG,$9.84,False,32 GB (4 x 8 GB),DDR4-3200,16-18-18-36,288-pin DIMM,1.35 V
567,16,Black,False,True,Corsair,,CMT64GX4M8C3200C16,$8.75,False,64 GB (8 x 8 GB),DDR4-3200,16-18-18-36,288-pin DIMM,1.35 V
568,16,Black,False,True,GeIL,,GPB416GB2400C16DC,$4.37,False,16 GB (2 x 8 GB),DDR4-2400,16-16-16-36,288-pin DIMM,1.2 V
569,16,Red / Silver,False,True,G.Skill,,F4-3200C16Q-32GTZB,$6.59,False,32 GB (4 x 8 GB),DDR4-3200,,288-pin DIMM,1.35 V
570,16,White,False,True,Corsair,,CMW64GX4M4C3200C16W,$6.72,False,64 GB (4 x 16 GB),DDR4-3200,16-18-18-36,288-pin DIMM,1.35 V
571,7,Black / Gold,False,True,OCZ,,OCZ3G10664GK,$5.00,False,4 GB (2 x 2 GB),DDR3-1066,,240-pin DIMM,1.5 V
572,16,Black / Yellow,False,True,Corsair,,CMK16GX4M1A2666C16,$5.25,False,16 GB (1 x 16 GB),DDR4-2666,16-18-18-35,288-pin DIMM,1.2 V
573,16,Black,False,True,Corsair,,CMW64GX4M4C3200C16,$6.72,False,64 GB (4 x 16 GB),DDR4-3200,16-18-18-36,288-pin DIMM,1.35 V
574,10,Black / Silver,False,True,Patriot,,PV316G186C0K,$4.25,False,16 GB (2 x 8 GB),DDR3-1866,,240-pin DIMM,1.5 V
575,16,Silver / Black,False,True,G.Skill,,F4-3200C16D-16GTZSK,$6.31,False,16 GB (2 x 8 GB),DDR4-3200,16-18-18-38,288-pin DIMM,1.35 V
576,16,Black / Yellow,False,True,Corsair,,CMK32GX4M4B3200C16,$6.66,False,32 GB (4 x 8 GB),DDR4-3200,16-18-18-36,288-pin DIMM,1.35 V
577,16,Red / Black,False,True,Crucial,,BLS2K16G4D32AESE,$6.69,False,32 GB (2 x 16 GB),DDR4-3200,,288-pin DIMM,1.35 V
578,19,Black / Yellow,False,True,Corsair,,CMK32GX4M2F4000C19,$13.12,False,32 GB (2 x 16 GB),DDR4-4000,19-23-23-45,288-pin DIMM,1.35 V
579,16,Black / Red,False,True,Patriot,,PV48G300C6K,$5.62,False,8 GB (2 x 4 GB),DDR4-3000,16-16-16-36,288-pin DIMM,1.35 V
580,16,Black,False,True,Corsair,,CMT32GX4M2C3200C16,$8.12,False,32 GB (2 x 16 GB),DDR4-3200,16-18-18-36,288-pin DIMM,1.35 V
581,15,Black / Red,False,True,G.Skill,,F4-2133C15S-16GIS,$4.44,False,16 GB (1 x 16 GB),DDR4-2133,,288-pin DIMM,1.2 V
582,16,Red / Black,False,True,Crucial,,BLS8G4D26BFSEK,$5.37,False,8 GB (1 x 8 GB),DDR4-2666,,288-pin DIMM,1.2 V
583,10,Blue / Silver,False,True,Kingston,,HX316C10FK2/16,$5.12,False,16 GB (2 x 8 GB),DDR3-1600,,240-pin DIMM,1.5 V
584,14,Black,False,True,G.Skill,,F4-3000C14D-16GTZR,$10.06,False,16 GB (2 x 8 GB),DDR4-3000,14-14-14-34,288-pin DIMM,1.35 V
585,22,Green / Black,False,False,Crucial,,CT4G4DFS632A,$7.00,False,4 GB (1 x 4 GB),DDR4-3200,,288-pin DIMM,1.2 V
586,5,Green,False,False,Kingston,,KVR800D2N5/2G,$9.22,False,2 GB (1 x 2 GB),DDR2-800,,240-pin DIMM,1.8 V
587,16,Black / Yellow,False,True,Corsair,,CMK64GX4M4A2666C16,$5.23,False,64 GB (4 x 16 GB),DDR4-2666,16-18-18-35,288-pin DIMM,1.2 V
588,10,Black / Silver,False,True,Kingston,,HX318C10FB/4,$6.75,False,4 GB (1 x 4 GB),DDR3-1866,,240-pin DIMM,1.5 V
589,16,Silver / Black,False,True,Crucial,,BLS8G4D32AESBK,$6.25,False,8 GB (1 x 8 GB),DDR4-3200,,288-pin DIMM,1.35 V
590,16,Gray,False,True,Crucial,,BLS2K8G4D240FSBK,$5.68,False,16 GB (2 x 8 GB),DDR4-2400,,288-pin DIMM,1.2 V
591,15,Silver / Black,False,True,Crucial,,BLS8G4D30AESBK,$6.24,False,8 GB (1 x 8 GB),DDR4-3000,,288-pin DIMM,1.35 V
592,14,,False,True,Corsair,,CMD32GX4M2C3200C14T,$11.87,False,32 GB (2 x 16 GB),DDR4-3200,14-16-16-36,288-pin DIMM,1.35 V
593,9,Green,False,False,G.Skill,,F3-10600CL9D-8GBNT,$4.50,False,8 GB (2 x 4 GB),DDR3-1333,,240-pin DIMM,1.5 V
594,16,Red,False,True,G.Skill,,F4-2800C16D-8GRR,$6.37,False,8 GB (2 x 4 GB),DDR4-2800,,288-pin DIMM,1.2 V
595,15,Black,False,True,G.Skill,,F4-2133C15D-16GFX,$5.05,False,16 GB (2 x 8 GB),DDR4-2133,15-15-15-35,288-pin DIMM,1.2 V
596,15,Black / Blue,False,True,Corsair,,CMU16GX4M2C3000C15B,$9.37,False,16 GB (2 x 8 GB),DDR4-3000,15-17-17-35,288-pin DIMM,1.35 V
597,15,Black / Green,False,False,Crucial,,CT2K4G4DFS8213,$11.24,False,8 GB (2 x 4 GB),DDR4-2133,,288-pin DIMM,1.2 V
598,15,Black,False,True,Corsair,,CMK32GX4M4A2400C14,$5.00,False,32 GB (4 x 8 GB),DDR4-2400,15-15-15-36,288-pin DIMM,1.2 V
599,17,Black / Green,False,False,Crucial,,CT4G4DFS824A,$6.00,False,4 GB (1 x 4 GB),DDR4-2400,,288-pin DIMM,1.2 V
600,15,Black / Silver,False,True,Corsair,,CMD32GX4M4A2666C15,$7.19,False,32 GB (4 x 8 GB),DDR4-2666,15-15-15-36,288-pin DIMM,1.2 V
601,16,White / Gray,False,True,OLOy,,MD4U083216BADA,$5.56,False,16 GB (2 x 8 GB),DDR4-3200,16-18-18-36,288-pin DIMM,1.35 V
602,16,White / Silver,False,True,Crucial,,BLS4K16G4D32AESC,$6.51,False,64 GB (4 x 16 GB),DDR4-3200,,288-pin DIMM,1.35 V
603,19,Red / Black,False,True,G.Skill,,F4-3600C19D-16GVRB,$6.00,False,16 GB (2 x 8 GB),DDR4-3600,19-20-20-40,288-pin DIMM,1.35 V
604,15,Black / Silver,False,True,Corsair,,CMD128GX4M8A2666C15,$7.27,False,128 GB (8 x 16 GB),DDR4-2666,15-15-15-36,288-pin DIMM,1.2 V
605,16,Black / Yellow,False,True,Corsair,,CMK64GX4M4C3200C16,$6.09,False,64 GB (4 x 16 GB),DDR4-3200,16-18-18-36,288-pin DIMM,1.35 V
606,16,Black,False,True,Corsair,,CMK64GX4M8C3000C16,$6.25,False,64 GB (8 x 8 GB),DDR4-3000,16-18-18-36,288-pin DIMM,1.35 V
607,16,Black,False,True,Team,,TF3D416G3200HC16CDC01,$6.31,False,16 GB (2 x 8 GB),DDR4-3200,16-18-18-38,288-pin DIMM,1.35 V
608,16,Black / Yellow,False,True,Corsair,,CMK4GX4M1A2400C16,$6.25,False,4 GB (1 x 4 GB),DDR4-2400,,288-pin DIMM,1.2 V
609,16,Black / Gold,False,True,Team,,TPD416GM2400HC16DC01,$5.06,False,16 GB (2 x 8 GB),DDR4-2400,,288-pin DIMM,1.2 V
610,17,,False,False,G.Skill,,F4-2400C17D-16GNT,$4.75,False,16 GB (2 x 8 GB),DDR4-2400,17-17-17-39,288-pin DIMM,1.2 V
611,19,Silver,False,True,G.Skill,,F4-3600C19D-32GTRS,$7.53,False,32 GB (2 x 16 GB),DDR4-3600,19-20-20-40,288-pin DIMM,1.35 V
612,15,Black / Silver,False,True,Corsair,,CMD32GX4M2B3000C15,$6.72,False,32 GB (2 x 16 GB),DDR4-3000,15-15-15-36,288-pin DIMM,1.35 V
613,16,Silver / Black,False,True,Crucial,,BLS4K16G4D26BFST,$4.69,False,64 GB (4 x 16 GB),DDR4-2666,,288-pin DIMM,1.2 V
614,19,Black / Red,False,True,G.Skill,,F4-2666C19D-32GIS,$4.41,False,32 GB (2 x 16 GB),DDR4-2666,19-19-19-43,288-pin DIMM,1.2 V
615,15,Black / Red,False,True,G.Skill,,F4-2400C15D-16GIS,$4.37,False,16 GB (2 x 8 GB),DDR4-2400,,288-pin DIMM,1.2 V
616,15,Black / Red,False,True,G.Skill,,F4-2800C15D-8GVRB,$6.37,False,8 GB (2 x 4 GB),DDR4-2800,,288-pin DIMM,1.25 V
617,16,Black,False,True,Corsair,,CMK16GX4M2Z2666C16,$5.12,False,16 GB (2 x 8 GB),DDR4-2666,16-18-18-35,288-pin DIMM,1.2 V
618,15,Black / Silver,False,True,Crucial,,BLT8G4D30AETA,$7.87,False,8 GB (1 x 8 GB),DDR4-3000,,288-pin DIMM,1.35 V
619,16,Silver,False,True,Patriot,,PVE48G266C6KGY,$5.62,False,8 GB (2 x 4 GB),DDR4-2666,16-17-17-36,288-pin DIMM,1.2 V
620,18,Silver / White,False,True,G.Skill,,F4-4000C18Q2-64GTZSW,$13.59,False,64 GB (8 x 8 GB),DDR4-4000,18-19-19-39,288-pin DIMM,1.35 V
621,19,Black,False,True,G.Skill,,F4-3600C19D-16GTZRB,$8.50,False,16 GB (2 x 8 GB),DDR4-3600,19-20-20-40,288-pin DIMM,1.35 V
622,14,Black / Gray,False,True,Team,,TLGD416G2400HC14DC01,$5.05,False,16 GB (2 x 8 GB),DDR4-2400,14-16-16-36,288-pin DIMM,1.2 V
623,15,Black,False,False,G.Skill,,F4-2400C15S-8GNT,$5.12,False,8 GB (1 x 8 GB),DDR4-2400,,288-pin DIMM,1.2 V
624,16,Black / White,False,True,Gloway,,LYSB01EHFW722-ELECTRNCS,$6.00,False,8 GB (1 x 8 GB),DDR4-2400,,288-pin DIMM,1.2 V
625,15,Black,False,False,G.Skill,,F4-2133C15S-8GNT,$4.87,False,8 GB (1 x 8 GB),DDR4-2133,,288-pin DIMM,1.2 V
626,19,Silver / Black,False,True,Patriot,,PVS416G440C9K,$11.06,False,16 GB (2 x 8 GB),DDR4-4400,19-19-19-39,288-pin DIMM,1.45 V
627,16,Silver / Gray,False,True,Crucial,,BLS2K16G4D30BESB,$5.75,False,32 GB (2 x 16 GB),DDR4-3000,,288-pin DIMM,1.35 V
628,16,,False,True,Crucial,,BLS8G4D26BFSE,$6.37,False,8 GB (1 x 8 GB),DDR4-2666,,288-pin DIMM,1.2 V
629,18,Black / Silver,False,True,Kingston,,HX432C18FB2K2/16,$7.19,False,16 GB (1 x 16 GB),DDR4-3200,,288-pin DIMM,1.2 V
630,16,Gold / Black,False,True,Team,,TLTYD416G3200HC16CDC01,$6.00,False,16 GB (2 x 8 GB),DDR4-3200,16-18-18-38,288-pin DIMM,1.35 V
631,16,Black / Gold,False,True,Team,,TPD48GM2400HC16DC01,$5.75,False,8 GB (2 x 4 GB),DDR4-2400,,288-pin DIMM,1.2 V
632,17,Red / Silver,False,True,G.Skill,,F4-3600C17D-8GTZ,$11.11,False,8 GB (2 x 4 GB),DDR4-3600,,288-pin DIMM,1.35 V
633,16,Black / Camo,False,True,G.Skill,,F4-3000C16Q-64GSXKB,$5.02,False,64 GB (4 x 16 GB),DDR4-3000,16-18-18-38,288-pin DIMM,1.35 V
634,15,Black,False,False,G.Skill,,F4-2400C15D-16GNT,$4.75,False,16 GB (2 x 8 GB),DDR4-2400,,288-pin DIMM,1.2 V
635,15,Black / Red,False,True,G.Skill,,F4-2133C15D-32GIS,$4.41,False,32 GB (2 x 16 GB),DDR4-2133,,288-pin DIMM,1.2 V
636,17,Green,False,False,Crucial,,CT8G4DFS824A,$5.86,False,8 GB (1 x 8 GB),DDR4-2400,,288-pin DIMM,1.2 V
637,15,Black / Yellow,False,True,Corsair,,CMK4GX4M1A2400C14,$7.50,False,4 GB (1 x 4 GB),DDR4-2400,15-15-15-36,288-pin DIMM,1.2 V
638,16,Black,False,True,Corsair,,CMW32GX4M2Z2933C16,$6.25,False,32 GB (2 x 16 GB),DDR4-2933,16-18-18-36,288-pin DIMM,1.35 V
639,9,Green,False,False,Crucial,,CT25664BA1339,$6.74,False,2 GB (1 x 2 GB),DDR3-1333,,240-pin DIMM,1.5 V
640,19,Red / Black,False,True,G.Skill,,F4-3600C19Q-32GVRB,$5.97,False,32 GB (4 x 8 GB),DDR4-3600,19-20-20-40,288-pin DIMM,1.35 V
641,19,Black,False,True,Corsair,,CMW16GX4M2K4600C19,$26.87,False,16 GB (2 x 8 GB),DDR4-4600,19-26-26-46,288-pin DIMM,1.5 V
642,11,Black / Red,False,True,G.Skill,,F3-2133C11D-16GXL,$5.37,False,16 GB (2 x 8 GB),DDR3-2133,,240-pin DIMM,1.5 V
643,15,Black,False,False,G.Skill,,F4-2400C15D-8GNT,$5.12,False,8 GB (2 x 4 GB),DDR4-2400,,288-pin DIMM,1.2 V
644,14,Black,False,False,Corsair,,CMK16GX4M1A2400C14,$5.19,False,16 GB (1 x 16 GB),DDR4-2400,14-16-16-31,288-pin DIMM,1.2 V
645,16,Red / Silver,False,True,G.Skill,,F4-3200C16Q-16GTZB,$9.12,False,16 GB (4 x 4 GB),DDR4-3200,,288-pin DIMM,1.35 V
646,16,Black,False,True,G.Skill,,F4-2800C16D-16GVG,$5.62,False,16 GB (2 x 8 GB),DDR4-2800,,288-pin DIMM,1.2 V
647,11,,False,True,G.Skill,AEGIS 4GB,F3-1600C11S-4GIS,$5.00,False,4 GB (1 x 4 GB),DDR3-1600,,240-pin DIMM,1.5 V
648,15,Red,False,True,Corsair,,CMK8GX4M2A2133C13R,$6.00,False,8 GB (2 x 4 GB),DDR4-2133,15-15-15-36,288-pin DIMM,1.2 V
649,14,Black,False,True,G.Skill,,F4-3200C14D-16GTZR,$11.31,False,16 GB (2 x 8 GB),DDR4-3200,14-14-14-34,288-pin DIMM,1.35 V
650,16,Red,False,True,G.Skill,,F4-3000C16D-32GVRB,$4.87,False,32 GB (2 x 16 GB),DDR4-3000,16-18-18-38,288-pin DIMM,1.35 V
651,16,Black / White,False,True,Kingston,,HX426C16FB2K2/16,$5.91,False,16 GB (2 x 8 GB),DDR4-2666,,288-pin DIMM,1.2 V
652,16,Black / White,False,True,Corsair,,CMU64GX4M4C3200C16,$11.94,False,64 GB (4 x 16 GB),DDR4-3200,16-18-18-36,288-pin DIMM,1.35 V
653,17,Green,True,False,Kingston,,KVR24E17D8/16,$11.38,False,16 GB (1 x 16 GB),DDR4-2400,,288-pin DIMM,1.2 V
654,14,Black,False,True,Corsair,,CMW32GX4M4C3200C14,$13.12,False,32 GB (4 x 8 GB),DDR4-3200,14-14-14-34,288-pin DIMM,1.35 V
655,19,White / Gold,False,True,G.Skill,,F4-4000C19D-16GTZ,$11.62,False,16 GB (2 x 8 GB),DDR4-4000,,288-pin DIMM,1.35 V
656,14,Black / White,False,True,Kingston,,HX421C14FBK2/8,$9.99,False,8 GB (2 x 4 GB),DDR4-2133,,288-pin DIMM,1.2 V
657,19,Black,False,True,G.Skill,,F4-4133C19D-16GTZR,$13.50,False,16 GB (2 x 8 GB),DDR4-4133,19-19-19-39,288-pin DIMM,1.35 V
658,19,Red / Black,False,False,G.Skill,,F4-2666C19D-16GIS,$4.56,False,16 GB (2 x 8 GB),DDR4-2666,19-19-19-43,288-pin DIMM,1.2 V
659,16,Black / Silver,False,True,Corsair,,CMD64GX4M4B3466C16,$13.44,False,64 GB (4 x 16 GB),DDR4-3466,16-18-18-36,288-pin DIMM,1.35 V
660,16,White,False,True,Crucial,,BLS2K4G4D240FSC,$6.00,False,8 GB (2 x 4 GB),DDR4-2400,,288-pin DIMM,1.2 V
661,19,Black / White,False,True,G.Skill,,F4-4266C19D-16GTZKW,$13.19,False,16 GB (2 x 8 GB),DDR4-4266,19-19-19-39,288-pin DIMM,1.4 V
662,16,Black,False,True,Corsair,,CMW16GX4M2C3200C16,$7.19,False,16 GB (2 x 8 GB),DDR4-3200,16-18-18-36,288-pin DIMM,1.35 V
663,15,Black / Silver,False,True,Kingston,,HX424C15FB2K2/16,$5.91,False,16 GB (2 x 8 GB),DDR4-2400,,288-pin DIMM,1.2 V
664,16,White,False,True,Team,,TF4D416G3000HC16CDC01,$5.69,False,16 GB (2 x 8 GB),DDR4-3000,16-18-18-38,288-pin DIMM,1.35 V
665,16,Silver / Black,False,True,Corsair,,CMD32GX4M4C3200C16,$8.44,False,32 GB (4 x 8 GB),DDR4-3200,16-18-18-36,288-pin DIMM,1.35 V
666,19,Green / Black,False,False,Kingston,,KVR26N19S8/8,$6.37,False,8 GB (1 x 8 GB),DDR4-2666,,288-pin DIMM,1.2 V
667,15,Black,False,True,Kingston,,HX429C15PB3AK4/32,$7.90,False,32 GB (4 x 8 GB),DDR4-2933,,288-pin DIMM,1.35 V
668,15,Black / Silver,False,True,Kingston,,HX424C15FB2/8,$5.00,False,8 GB (1 x 8 GB),DDR4-2400,,288-pin DIMM,1.2 V
669,14,Silver,False,True,G.Skill,,F4-3200C14D-32GTRS,$11.28,False,32 GB (2 x 16 GB),DDR4-3200,14-14-14-34,288-pin DIMM,1.35 V
670,15,Black / Red,False,True,G.Skill,,F4-2133C15Q-16GIS,$5.06,False,16 GB (4 x 4 GB),DDR4-2133,,288-pin DIMM,1.2 V
671,11,Black,False,True,Kingston,,HX318LC11FBK2/16,$6.19,False,16 GB (2 x 8 GB),DDR3-1866,,240-pin DIMM,1.35 V
672,11,Black / Green,False,False,Crucial,,CT102464BD160B,$5.87,False,8 GB (1 x 8 GB),DDR3-1600,,240-pin DIMM,1.35 V
673,15,Red,False,True,G.Skill,,F4-2666C15D-16GRR,$6.00,False,16 GB (2 x 8 GB),DDR4-2666,,288-pin DIMM,1.2 V
674,15,Black / Yellow,False,True,Corsair,,CMK128GX4M8B3000C16,$5.94,False,128 GB (8 x 16 GB),DDR4-3000,15-15-15-36,288-pin DIMM,1.35 V
675,15,Black / Yellow,False,True,Corsair,,CMK16GX4M4A2666C16,$6.56,False,16 GB (4 x 4 GB),DDR4-2666,15-15-15-36,288-pin DIMM,1.2 V
676,16,Silver / Black,False,True,Patriot,,PVS48G300C6,$5.37,False,8 GB (1 x 8 GB),DDR4-3000,16-18-18-36,288-pin DIMM,1.35 V
677,16,Red,False,True,Corsair,,CMK8GX4M1A2666C16R,$5.50,False,8 GB (1 x 8 GB),DDR4-2666,16-18-18-35,288-pin DIMM,1.2 V
678,19,Black / Orange,False,True,GeIL,,GASB416GB2666C19DC,$4.44,False,16 GB (2 x 8 GB),DDR4-2666,19-19-19-43,288-pin DIMM,1.2 V
679,22,Green / Black,True,False,Crucial,,CT32G4RFD432A,$7.81,True,32 GB (1 x 32 GB),DDR4-3200,,288-pin DIMM,1.2 V
680,15,Blue,False,True,G.Skill,,F4-2666C15D-16GVB,$5.50,False,16 GB (2 x 8 GB),DDR4-2666,,288-pin DIMM,1.2 V
681,19,Silver / Black,False,True,Patriot,,PVS416G413C9k,$9.37,False,16 GB (2 x 8 GB),DDR4-4133,19-21-21-41,288-pin DIMM,1.35 V
682,14,Black,False,True,G.Skill,,F4-3000C14D-32GTZR,$8.47,False,32 GB (2 x 16 GB),DDR4-3000,14-14-14-34,288-pin DIMM,1.35 V
683,15,Black,False,True,G.Skill,,F4-3000C15D-16GRK,$6.31,False,16 GB (2 x 8 GB),DDR4-3000,,288-pin DIMM,1.35 V
684,16,,False,True,GeIL,,GLS416GB3000C16ADC,$5.69,False,16 GB (2 x 8 GB),DDR4-3000,16-18-18-36,288-pin DIMM,1.35 V
685,15,Red,False,True,Corsair,,CMK8GX4M2A2666C16R,$6.62,False,8 GB (2 x 4 GB),DDR4-2666,15-15-15-36,288-pin DIMM,1.2 V
686,14,Black,False,True,G.Skill,,F4-3000C14Q2-128GTZR,$8.48,False,128 GB (8 x 16 GB),DDR4-3000,14-14-14-34,288-pin DIMM,1.35 V
687,9,Black / Yellow,False,True,Corsair,,CMZ16GX3M2A1600C10,$4.94,False,16 GB (2 x 8 GB),DDR3-1600,9-9-9-24,240-pin DIMM,1.5 V
688,9,Green,False,False,G.Skill,,F3-10666CL9S-2GBNS,$8.99,False,2 GB (1 x 2 GB),DDR3-1333,,240-pin DIMM,1.5 V
689,16,Black / Orange,False,True,GeIL,,GSB416GB2400C16DC,$5.06,False,16 GB (2 x 8 GB),DDR4-2400,,288-pin DIMM,1.2 V
690,15,Red / Silver,False,True,G.Skill,,F4-3000C15D-16GTZB,$6.94,False,16 GB (2 x 8 GB),DDR4-3000,,288-pin DIMM,1.35 V
691,10,Black / Silver,False,True,Kingston,,HX318C10FBK2/8,$5.25,False,8 GB (2 x 4 GB),DDR3-1866,,240-pin DIMM,1.5 V
692,9,Green,False,False,Corsair,,CMV16GX3M2A1600C11,$4.75,False,16 GB (2 x 8 GB),DDR3-1600,9-9-9-24,240-pin DIMM,1.5 V
693,17,Silver / Black,False,True,Crucial,,BLS2K8G4D30CESTK,$5.70,False,16 GB (2 x 8 GB),DDR4-3000,,288-pin DIMM,1.35 V
694,16,Black / Orange,False,True,GeIL,,GASB416GB2400C16DC,$4.19,False,16 GB (2 x 8 GB),DDR4-2400,16-16-16-36,288-pin DIMM,1.2 V
695,16,Black,False,True,Corsair,,CMW16GX4M2D3000C16,$6.25,False,16 GB (2 x 8 GB),DDR4-3000,16-20-20-38,288-pin DIMM,1.35 V
696,16,Red / Black,False,False,G.Skill,,F4-3000C16D-32GISB,$4.56,False,32 GB (2 x 16 GB),DDR4-3000,16-18-18-38,288-pin DIMM,1.35 V
697,19,Silver / White,False,True,G.Skill,,F4-4500C19D-16GTZSWE,$22.25,False,16 GB (2 x 8 GB),DDR4-4500,19-19-19-39,288-pin DIMM,1.45 V
698,15,Black / Silver,False,True,Corsair,,CMD32GX4M4C3000C15,$8.12,False,32 GB (4 x 8 GB),DDR4-3000,15-17-17-35,288-pin DIMM,1.35 V
699,15,Black / Red,False,True,G.Skill,,F4-2133C15S-4GIS,$6.00,False,4 GB (1 x 4 GB),DDR4-2133,,288-pin DIMM,1.2 V
700,13,Black,False,True,Corsair,,CMK64GX4M4A2133C13,$4.53,False,64 GB (4 x 16 GB),DDR4-2133,13-15-15-28,288-pin DIMM,1.2 V
701,16,Black,False,True,G.Skill,,F4-3200C16D-32GVK,$5.66,False,32 GB (2 x 16 GB),DDR4-3200,,288-pin DIMM,1.35 V
702,15,Black / Red,False,True,G.Skill,,F4-2400C15D-16GVR,$5.05,False,16 GB (2 x 8 GB),DDR4-2400,,288-pin DIMM,1.2 V
703,19,Red / Black,False,True,G.Skill,,F4-3600C19S-16GVRB,$6.00,False,16 GB (1 x 16 GB),DDR4-3600,19-20-20-40,288-pin DIMM,1.35 V
704,16,Gray,False,True,Crucial,,BLS16G4D26BFSB,$5.50,False,16 GB (1 x 16 GB),DDR4-2666,,288-pin DIMM,1.2 V
705,10,Black / Silver,False,True,Kingston,,HX316C10FBK2/8,$6.49,False,8 GB (2 x 4 GB),DDR3-1600,,240-pin DIMM,1.5 V
706,16,Gray / Silver,False,True,Crucial,,BLS8G4D240FSA,$8.74,False,8 GB (1 x 8 GB),DDR4-2400,,288-pin DIMM,1.2 V
707,9,Black / Red,False,True,G.Skill,,F3-10666CL9D-16GBXL,$4.12,False,16 GB (2 x 8 GB),DDR3-1333,,240-pin DIMM,1.5 V
708,15,Black,False,False,G.Skill,,F4-2133C15D-16GNT,$4.50,False,16 GB (2 x 8 GB),DDR4-2133,,288-pin DIMM,1.2 V
709,14,Silver,False,True,G.Skill,,F4-3200C14Q-64GTRS,$11.73,False,64 GB (4 x 16 GB),DDR4-3200,14-14-14-34,288-pin DIMM,1.35 V
710,16,Black,False,True,G.Skill,,F4-3200C16D-16GFX,$6.00,False,16 GB (2 x 8 GB),DDR4-3200,16-18-18-38,288-pin DIMM,1.35 V
711,11,Green,False,False,Kingston,,KVR16N11H/4,$8.25,False,4 GB (1 x 4 GB),DDR3-1600,,240-pin DIMM,1.5 V
712,16,White / Silver,False,True,Crucial,,BLS16G4D32AESC,$5.08,False,16 GB (1 x 16 GB),DDR4-3200,,288-pin DIMM,1.35 V
713,16,Silver / Gray,False,True,Crucial,,BLS4K8G4D240FSBK,$5.62,False,32 GB (4 x 8 GB),DDR4-2400,,288-pin DIMM,1.2 V
714,16,Red / Black,False,True,GeIL,,GFR416GB2400C16DC,$4.44,False,16 GB (2 x 8 GB),DDR4-2400,16-16-16-36,288-pin DIMM,1.2 V
715,16,Black,False,False,G.Skill,,F4-2400C16D-16GRS,$4.75,False,16 GB (2 x 8 GB),DDR4-2400,,260-pin SODIMM,1.2 V
716,10,Blue / Silver,False,True,Kingston,,HX318C10F/8,$6.25,False,8 GB (1 x 8 GB),DDR3-1866,,240-pin DIMM,1.5 V
717,16,Black / White,False,True,Team,,THWD416G3000HC16CDC01,$6.00,False,16 GB (2 x 8 GB),DDR4-3000,16-18-18-38,288-pin DIMM,1.35 V
718,16,Silver / Black,False,True,Patriot,,PVE416G266C6GY,$4.87,False,16 GB (1 x 16 GB),DDR4-2666,16-17-17-36,288-pin DIMM,1.2 V
719,19,Black,False,False,G.Skill,,F4-2666C19S-8GNT,$4.62,False,8 GB (1 x 8 GB),DDR4-2666,19-19-19-43,288-pin DIMM,1.2 V
720,19,Black / Silver,False,True,Patriot,,PVR416G413C9K,$10.06,False,16 GB (2 x 8 GB),DDR4-4133,19-21-21-41,288-pin DIMM,1.4 V
721,16,Black / White,False,True,Gigabyte,,GP-GR26C16S8K2HU416,$5.77,False,16 GB (2 x 8 GB),DDR4-2666,16-16-16-35,288-pin DIMM,1.2 V
722,15,Black / Silver,False,True,Corsair,,CMD64GX4M4A2666C15,$6.25,False,64 GB (4 x 16 GB),DDR4-2666,15-15-15-36,288-pin DIMM,1.2 V
723,16,Silver / White,False,True,G.Skill,,F4-3200C16D-16GTZSW,$6.31,False,16 GB (2 x 8 GB),DDR4-3200,16-18-18-38,288-pin DIMM,1.35 V
724,9,Green,False,False,Kingston,,KVR1333D3N9/8G,$5.62,False,8 GB (1 x 8 GB),DDR3-1333,,240-pin DIMM,1.5 V
725,17,Green / Black,False,False,Kingston,,KCP424NS6/4,$9.03,False,4 GB (1 x 4 GB),DDR4-2400,,288-pin DIMM,1.2 V
726,16,White,False,True,Corsair,,CMW32GX4M2C3200C16W,$6.87,False,32 GB (2 x 16 GB),DDR4-3200,16-18-18-36,288-pin DIMM,1.35 V
727,16,Silver / Black,False,True,Crucial,,BLS2K8G4D32AESCK,$5.08,False,16 GB (2 x 8 GB),DDR4-3200,,288-pin DIMM,1.35 V
