,CPU Socket,Chipset,Color,CrossFire Support,Form Factor,Half Mini-PCI-Express,Manufacturer,Maximum Supported Memory,Memory Slots,Memory Type,Micro SATA 6 Gb/s,Mini-PCI-Express,Mini-PCI-Express/mSATA,Model,Onboard Ethernet,Onboard USB 3.0 Header(s),Onboard Video,PATA 100,Part Number,RAID Support,SATA 3 Gb/s,SATA 6 Gb/s,SATA Express,SLI Support,U.2,U.2 (SFF-8639),eSATA 3Gb/s,eSATA 6Gb/s
374,LGA1151,Intel B360,Red / Black,True,ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,ROG STRIX B360-H GAMING,1 x 1000 Mbit/s,True,Depends on CPU,,STRIX B360-H GAMING / ROG STRIX B360-H GAMING,False,,6,,False,,,,
375,AM4,AMD X370,Silver,True,ATX,,MSI,64 GB,4 x 288-pin DIMM,DDR4-1866 / 2133 / 2400 / 2666 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,X370 XPOWER GAMING TITANIUM,True,,6,,True,1,,,
376,LGA1151,Intel B360,Black / White,False,Micro ATX,,MSI,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,"B360M BAZOOKA, (or)",False,,6,,False,,,,
377,LGA1151,Intel B360,Black / Silver,True,ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,B360 Pro4,False,,6,,False,,,,
378,LGA1151,Intel Z390,Black / Silver,True,ATX,,Gigabyte,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3666 / 3733 / 3800 / 3866 / 4000 / 4133 / 4266,,,,,2 x 1000 Mbit/s,True,Depends on CPU,,Z390 DESIGNARE,True,,6,,True,,,,
379,LGA1151,Intel Z390,Black / Silver,True,ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3200 / 3600 / 3733 / 3800 / 3866 / 4133 / 4200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Z390 Taichi,True,,6,,True,,,,
380,LGA1151,Intel H110,Black / Silver,False,Micro ATX,,MSI,32 GB,2 x 288-pin DIMM,DDR4-2133,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,H110M Pro-VD,False,,4,,False,,,,
381,LGA1151,Intel Q370,Black,True,Micro ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Q370M VPRO,True,,6,,False,,,,
382,LGA1151,Intel Z370,Black / Silver,True,ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3200 / 3600 / 3733 / 3800 / 3866 / 4000 / 4133 / 4266 / 4333,,,,,3 x 1000 Mbit/s,True,Depends on CPU,,Fatal1ty Z370 Professional Gaming i7 / Z370 Professional Gaming i7,True,,8,,True,,,,
383,AM4,AMD B450,Black,False,Micro ATX,,MSI,64 GB,4 x 288-pin DIMM,DDR4-1866 / 2133 / 2400 / 2666 / 2800 / 2933 / 3000 / 3200 / 3466,,,,,,True,Depends on CPU,,B450M PRO-VDH PLUS,True,,4,,False,,,,
384,LGA1151,Intel Z370,Black / Silver,False,Micro ATX,,Gigabyte,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3666 / 3733 / 3800 / 3866,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Z370M DS3H / Z370M DS3H Rev. 1.0,True,,6,,False,,,,
385,LGA1150,Intel H87,Green / Blue,False,ATX,,ASRock,32 GB,4 x 240-pin DIMM,DDR3-1333 / 1600,,,,,2 x 1000 Mbit/s,True,Depends on CPU,,H87WSA-DL,True,,8,,False,,,,
386,LGA2066,Intel X299,Black,True,EATX,,EVGA,128 GB,8 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 3000 / 3200 / 3600 / 3733 / 3866 / 4000 / 4133,,,,X299 FTW K,2 x 1000 Mbit/s,True,False,,142-SX-E297-KR,True,,8,,3-way SLI,,,,
387,AM4,AMD X370,Black / Gray,True,ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 3200,,,,,1 x 1000 Mbit/s,True,False,,CROSSHAIR VI HERO (WI-FI AC) / ROG Crosshair VI Hero (Wi-fi AC) / 90MB0UT0-M0EAY0,True,,8,,True,,,,
388,LGA1151,Intel H370,Black / Silver,False,Mini ITX,,Asus,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,ROG Strix H370-I Gaming,2 x 1000 Mbit/s,True,Depends on CPU,,Strix H370-I Gaming / ROG STRIX H370-I GAMING,True,,4,,False,,,,
389,LGA1151,Intel H370,,False,Mini ITX,,Gigabyte,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,2 x 1000 Mbit/s,True,Depends on CPU,,H370N WIFI,True,,4,,False,,,,
390,AM4,AMD B450,Black / Silver,False,Mini ITX,,ASRock,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3200 / 3466,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,B450 GAMING-ITX/AC,True,,4,,False,,,,
391,LGA2066,Intel X299,Black / Silver,False,ATX,,MSI,128 GB,8 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3000 / 3200 / 3333 / 3400 / 3466 / 3600 / 3733 / 3800 / 3866 / 4000 / 4133,,,,,1 x 1000 Mbit/s,True,False,,X299 TOMAHAWK AC,True,,8,,False,1,,,
392,LGA1151,Intel Z390,Black / Silver,True,ATX,,Gigabyte,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3666 / 3733 / 3800 / 3866 / 4000 / 4133,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Z390 GAMING SLI,False,,6,,True,,,,
393,LGA1151,Intel H310,Brown / Black,False,Micro ATX,,MSI,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,False,,"H310M PRO-M2, (or)",False,,4,,False,,,,
394,LGA2011,Intel C602,Black / Green,False,ATX,,Supermicro,64 GB,8 x 240-pin DIMM,DDR3-1600,,,,,2 x 1000 Mbit/s,False,False,,X9SRA,False,8,2,,False,,,,
395,LGA2066,Intel X299,Black,True,SSI CEB,,Asus,128 GB,8 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 3600 / 4000 / 4133 / 4200,,,,,2 x 1000 Mbit/s,True,False,,WS X299 SAGE,True,,8,,4-way SLI,2,,,
396,LGA1151,Intel B250,Black / Yellow,False,ATX,,Biostar,32 GB,2 x 288-pin DIMM,DDR4-1866 / 2133 / 2400,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,TB250-BTC,False,,6,,False,,,,
397,LGA2066,Intel X299,Black / Silver,True,SSI CEB,,Gigabyte,128 GB,8 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3666 / 3733 / 3800 / 3866 / 4000,,,,,2 x 1000 Mbit/s,True,False,,X299-WU8,True,,8,,4-way SLI,,,,
398,LGA1151,Intel C232,Brown / Black,True,ATX,,Gigabyte,64 GB,4 x 288-pin DIMM,DDR4-2133,,,,,1 x 1000 Mbit/s,True,False,,GA-X150-PLUS WS,True,,6,1,False,,,,
399,LGA2066,Intel X299,,True,ATX,,ASRock,128 GB,8 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3200 / 3600 / 3733 / 3800 / 3866 / 4000 / 4133 / 4200,,,,,1 x 1000 Mbit/s,True,False,,X299 Extreme4,True,,8,,True,,,,
400,AM4,AMD B450,Black / Gray,True,Micro ATX,,Gigabyte,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,B450 AORUS M,True,,6,,False,,,,
401,AM4,AMD B350,Black / Red,True,ATX,,MSI,64 GB,4 x 288-pin DIMM,DDR4-1866 / 2133 / 2400 / 2666 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,"B350 GAMING PLUS, (or)",True,,4,,False,,,,
402,LGA1151,Intel Z390,Black / Silver,True,ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3733 / 3800 / 3866 / 4000 / 4133 / 4200 / 4266,,,,,2 x 1000 Mbit/s,True,Depends on CPU,,WS Z390 PRO,True,,6,,4-way SLI,2,,,
403,AM4,AMD B450,Black,True,ATX,,MSI,64 GB,4 x 288-pin DIMM,DDR4-1866 / 2133 / 2400 / 2666 / 2800 / 2933 / 3000 / 3200 / 3466,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,B450 GAMING PRO CARBON AC / B450GPCARBAC,True,,6,,False,,,,
404,FM2+,AMD A68H,Black,False,Micro ATX,,MSI,32 GB,2 x 240-pin DIMM,DDR3-1333 / 1600 / 1866 / 2133,,,,,1 x 1000 Mbit/s,False,Depends on CPU,,A68HM-E33 V2,True,,4,,False,,,,
405,LGA1151,Intel B250,Black / Gold,True,Micro ATX,,Gigabyte,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,GA-B250M-D3H,False,,6,1,False,,,,
406,LGA1151,Intel B365,Black / Red,True,Micro ATX,,ASRock,128 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,B365M Phantom Gaming 4,True,,6,,False,,,,
407,2 x LGA2011-3,Intel C612,Black / Gold,True,SSI EEB,,Asus,1 TB,16 x 288-pin DIMM,DDR4-1600 / 1866 / 2133 / 2400,,,,,2 x 1000 Mbit/s,True,True,,Z10PE-D16 WS / 90SB04L0-M0EAY0,True,,10,,3-way SLI,,,,
408,AM4,AMD A320,Black / Yellow,False,Micro ATX,,Biostar,32 GB,2 x 288-pin DIMM,DDR4-1866 / 2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,A320MH PRO,True,,4,,False,,,,
409,LGA1151,Intel Z370,Black / Silver,True,ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3733 / 3866 / 4000 / 4133,,,,ROG MAXIMUS X HERO (WI-FI AC),1 x 1000 Mbit/s,True,Depends on CPU,,MAXIMUS X HERO (WI-FI AC) / ROG MAXIMUS X HERO (WI-FI AC),True,,6,,True,,,,
410,AM4,AMD B350,Black,True,ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,STRIX B350-F GAMING / ROG STRIX B350-F GAMING / 90MB0UJ0-M0EAY0,True,,6,,False,,,,
411,AM4,AMD X370,Black / Silver,False,Mini ITX,,Asus,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3333 / 3400 / 3600,,,,,1 x 1000 Mbit/s,True,False,,ROG STRIX X370-I GAMING / STRIX X370-I GAMING,True,,4,,False,,,,
412,AM4,AMD X470,Black / Silver,True,ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3200 / 3466,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,X470 Master SLI/AC,True,,6,,True,,,,
413,LGA1151,Intel B365,Black / Red,True,ATX,,ASRock,128 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,B365 Phantom Gaming 4,True,,6,,False,,,,
414,LGA1151,Intel Z370,Black / Silver,True,ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3733 / 3866 / 4000,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Prime Z370-P / 90MB0VH0-M0EAY0,True,,4,,False,,,,
415,LGA2011-3 Narrow,Intel C612,Black / Green,False,Mini ITX,,ASRock,64 GB,4 x 260-pin SODIMM,DDR4-1600 / 1866 / 2133,,,,,2 x 1000 Mbit/s,True,True,,EPC612D4I,False,,4,,False,,,,
416,LGA775,Intel Q45,Green / Blue,False,Mini ITX,,Intel,4 GB,2 x 240-pin DIMM,DDR2-667 / 800,,,,DQ45EK,1 x 1000 Mbit/s,False,True,,BOXDQ45EK,True,4,,,False,,,1,
417,LGA1151,Intel H370,Silver / Black,True,Micro ATX,,Gigabyte,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,H370M DS3H,True,,6,,False,,,,
418,AM4,AMD B450,Black / Silver,True,Micro ATX,,Gigabyte,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,B450M DS3H / GA-B450M-DS3H,True,,4,,False,,,,
419,LGA1151,Intel Z170,Black / Red,True,ATX,,Gigabyte,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2800 / 3000 / 3200,,,,GA-Z170X-Gaming 3,1 x 1000 Mbit/s,True,Depends on CPU,,GA-Z170X-Gaming3 / GA-Z170X-Gaming 3 / GA-Z170X-Gaming3-EU,True,,,3,True,,,,
420,LGA1151,Intel Z170,Black / Red,False,Mini ITX,,MSI,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2800 / 3000 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Z170I GAMING PRO AC,True,,2,1,False,,,,
421,LGA1151,Intel H110,Black / Orange,False,Micro ATX,,ASRock,32 GB,2 x 288-pin DIMM,DDR4-2133,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,H110M-HDV R3.0,False,,4,,False,,,,
422,LGA1151,Intel H270,Black / White,True,Micro ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,H270M Pro4,True,,6,,False,,,,
423,LGA1150,Intel C226,Green / Blue,False,Micro ATX,,ASRock,32 GB,4 x 240-pin DIMM,DDR3-1333 / 1600,,,,,2 x 1000 Mbit/s,True,Depends on CPU,,C226M WS,True,,4,1,False,,,,
424,LGA1150,Intel C224,Green / Blue,False,ATX,,ASRock,32 GB,4 x 240-pin DIMM,DDR3-1333 / 1600,,,,,2 x 1000 Mbit/s,True,True,,E3C224,True,2,4,,False,,,,
425,LGA1151,Intel Z390,Black / Silver,True,ATX,,Supermicro,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2666 / 3866,,,,,"1 x 10 Gbit/s, 1 x 1000 Mbit/s",True,Depends on CPU,,MBD-C9Z390-CGW-O,True,,6,,True,,,,
426,AM4,AMD X370,Black / White,True,ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,X370 KILLER SLI/ac,True,,6,,True,,,,
427,LGA1151,Intel B360,Black,True,ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,ROG STRIX B360-F GAMING,1 x 1000 Mbit/s,True,Depends on CPU,,STRIX B360-F GAMING / ROG STRIX B360-F GAMING,False,,6,,False,,,,
428,LGA1151,Intel Z390,Black / Silver,True,ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3200 / 3600 / 3733 / 3800 / 3866 / 4000 / 4133 / 4266,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Z390 Phantom Gaming SLI/ac,True,,6,,True,,,,
429,LGA1151,Intel B360,Green / Black,False,Micro ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,PRIME B360M-C/CSM,False,,6,,False,,,,
430,AM4,AMD B450,Black / Silver,True,ATX,,Gigabyte,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,B450 AORUS ELITE,True,,6,,False,,,,
