,CPU Socket,Chipset,Color,CrossFire Support,Form Factor,Half Mini-PCI-Express,Manufacturer,Maximum Supported Memory,Memory Slots,Memory Type,Micro SATA 6 Gb/s,Mini-PCI-Express,Mini-PCI-Express/mSATA,Model,Onboard Ethernet,Onboard USB 3.0 Header(s),Onboard Video,PATA 100,Part Number,RAID Support,SATA 3 Gb/s,SATA 6 Gb/s,SATA Express,SLI Support,U.2,U.2 (SFF-8639),eSATA 3Gb/s,eSATA 6Gb/s
89,AM4,AMD B350,Black / White,False,Micro ATX,,ASRock,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3000,,,,,1 x 1000 Mbit/s,True,False,,AB350M,True,,4,,False,,,,
90,AM4,AMD B350,Black / Red,False,Mini ITX,,ASRock,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2933 / 3200 / 3466,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,AB350 Gaming-ITX/ac / Fatal1ty AB350 Gaming-ITX/ac,True,,4,,False,,,,
91,LGA2011-3,Intel X99,Black / Silver,True,SSI CEB,,Asus,128 GB,8 x 288-pin DIMM,DDR4-1866 / 2133 / 2400 / 2666 / 2800 / 3000 / 3200,,,,,2 x 1000 Mbit/s,True,False,,X99-E WS/USB 3.1 / 90SB05D0-M0EAY0,True,,8,2,4-way SLI,,,,2
92,LGA1151,Intel B360,Silver / Orange,True,ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,TUF B360-Pro Gaming (Wi-Fi),1 x 1000 Mbit/s,True,Depends on CPU,,B360-PRO GAMING (WI-FI),False,,6,,False,,,,
93,AM4,AMD B450,Black / Red,False,Micro ATX,,MSI,32 GB,2 x 288-pin DIMM,DDR4-1866 / 2133 / 2400 / 2666 / 2800 / 2933 / 3000 / 3200 / 3466,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,B450M GAMING PLUS,True,,4,,False,,,,
94,LGA2011-3,Intel X99,Black / Gold,True,EATX,,ASRock,128 GB,8 x 288-pin DIMM,DDR4-2133 / 2400 / 2800 / 2933 / 3400,,,,,1 x 1000 Mbit/s,True,False,,X99 OC Formula/3.1,True,,8,1,4-way SLI,,,,
95,LGA1151,Intel B250,Black / White,True,ATX,,Biostar,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,B250GT5,False,,6,,False,,,,
96,LGA1151,Intel H310,Green / Black,False,Micro ATX,,Asus,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,PRIME H310M-C/CSM,1 x 1000 Mbit/s,True,Depends on CPU,,H310M-C/CSM,False,,4,,False,,,,
97,FM2+,AMD A68H,Black,False,Micro ATX,,Gigabyte,32 GB,2 x 240-pin DIMM,DDR3-1333 / 1600 / 1866 / 2133 / 2400,,,,,1 x 1000 Mbit/s,False,Depends on CPU,,GA-F2A68HM-HD2,True,,4,,False,,,,
98,LGA1151,Intel H110,Black / Orange,False,Mini ITX,,ASRock,32 GB,2 x 288-pin DIMM,DDR4-2133,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,H110M-ITX,False,,4,,False,,,,
99,LGA1151,Intel Z390,Black / Silver,True,ATX,,MSI,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3733 / 3866 / 4000 / 4133 / 4200 / 4266 / 4400,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,MPG Z390 GAMING PRO CARBON AC / Z390GPCARAC,True,,6,,True,,,,
100,AM4,AMD X370,Black,True,ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,STRIX X370-F GAMING / ROG STRIX X370-F GAMING / 90MB0UI0-M0EAY0,True,,8,,True,,,,
101,LGA1151,Intel H110,Brown / Black,False,Micro ATX,,Gigabyte,32 GB,2 x 288-pin DIMM,DDR4-2133,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,GA-H110M-S2H GSM,False,,4,,False,,,,
102,LGA1151,Intel H370,Black / Silver,True,ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Prime H370-A/CSM,True,,6,,False,,,,
103,LGA1151,Intel H310,Orange / Black,False,ATX,,Asus,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,TUF H310-Plus Gaming,1 x 1000 Mbit/s,True,Depends on CPU,,H310-PLUS GAMING / TUF H310-PLUS GAMING,False,,4,,False,,,,
104,LGA1151,Intel H310,Black / Silver,False,Micro ATX,,ASRock,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,H310M-G/M.2,False,,4,,False,,,,
105,AM3+/AM3,AMD 970,Black,True,Micro ATX,,ASRock,64 GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1800 / 1866 / 2100 / 2400,,,,,1 x 1000 Mbit/s,True,False,,970M PRO3,True,,6,,False,,,,
106,LGA2066,Intel X299,Black,True,ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3200 / 3600 / 3733 / 3800 / 3866 / 4000 / 4133 / 4266 / 4400 / 4500,,,,,2 x 1000 Mbit/s,True,False,,X299 OC Formula,True,,6,,4-way SLI,,,,
107,LGA1151,Intel H370,Silver / Black,True,Micro ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Prime H370M-Plus/CSM,True,,6,,False,,,,
108,LGA775,Intel G41,Green / White,False,Micro ATX,,Intel,8 GB,2 x 240-pin DIMM,DDR3-800 / 1066,,,,DG41KR,1 x 1000 Mbit/s,False,True,1,BOXDG41KR,False,4,,,False,,,,
109,AM4,AMD X470,Silver / Black,True,ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3200 / 3466,,,,,"2 x 1000 Mbit/s, 1 x 2.5 Gbit/s",True,Depends on CPU,,X470 Taichi Ultimate,True,,8,,True,,,,
110,LGA1151,Intel Z370,Black,True,ATX,,EVGA,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3466 / 3600 / 3733 / 3866 / 4000 / 4133,,,,Z370 FTW,1 x 1000 Mbit/s,True,Depends on CPU,,134-KS-E377-KR,True,,6,,True,,,,
111,LGA2066,Intel X299,Black / Silver,True,EATX,,Gigabyte,128 GB,8 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3666 / 3733 / 3800 / 3866 / 4000,,,,,2 x 1000 Mbit/s,True,False,,X299 AORUS MASTER,True,,8,,4-way SLI,,,,
112,LGA1151,Intel H110,Black / Silver,False,Micro ATX,,Gigabyte,32 GB,2 x 288-pin DIMM,DDR4-2133,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,GA-H110M-H,False,,4,,False,,,,
113,AM3,AMD 880G,Black / Yellow,False,Mini ITX,,Zotac,8 GB,2 x 240-pin DIMM,DDR3-1333,,,,,1 x 1000 Mbit/s,False,True,,880GITX-A-E,True,,4,,False,,,,
114,LGA1151,Intel Z390,Black / Gold,True,Micro ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3733 / 3866 / 4000 / 4133 / 4266,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,TUF Z390M-PRO GAMING (WI-FI),True,,6,,True,,,,
115,LGA2066,Intel X299,Black,True,ATX,,Gigabyte,128 GB,8 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3333 / 3400 / 3466 / 3600 / 3666 / 3733 / 3800 / 3866 / 4000 / 4133 / 4266 / 4333 / 4400,,,,,1 x 1000 Mbit/s,True,False,,X299 UD4 Pro / X299 UD4 Pro (rev. 1.0) / GA-X299-UD4-PRO,True,,8,,3-way SLI,,,,
116,LGA1151,Intel Z390,Black / Silver,True,EATX,,Gigabyte,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3666 / 3733 / 3800 / 3866 / 4000 / 4133 / 4266 / 4333 / 4400,,,,,"1 x 10 Gbit/s, 1 x 1000 Mbit/s",True,Depends on CPU,,Z390 AORUS XTREME WATERFORCE,True,,6,,True,,,,
117,LGA1151,Intel B360,Black,False,Mini ITX,,Gigabyte,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,2 x 1000 Mbit/s,True,Depends on CPU,,B360N WIFI,False,,4,,False,,,,
118,AM4,AMD A320,Black / Silver,False,Micro ATX,,ASRock,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,A320M-HDV,True,,4,,False,,,,
119,LGA1151,Intel C236,Black,False,Micro ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133,,,,,2 x 1000 Mbit/s,True,True,,P10S-M WS,True,,8,,False,,,,
120,LGA1151,Intel B360,Black / Silver,False,Mini ITX,,Asus,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,ROG STRIX B360-I GAMING,1 x 1000 Mbit/s,True,Depends on CPU,,STRIX B360-I GAMING / ROG STRIX B360-I GAMING / 90MB0WH0-M0EAY0,False,,4,,False,,,,
121,LGA1151,Intel Z270,Black / White,True,ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3733 / 3866,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,PRIME Z270-A / 90MB0RU0-M0EAY0,True,,6,,True,,,,
122,LGA1151,Intel H110,Black / Silver,False,Mini ITX,,Gigabyte,32 GB,2 x 288-pin DIMM,DDR4-2133,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,GA-H110N / GA-H110N (rev. 1.0),False,,3,,False,,,,
123,LGA1150,Intel C226,Green,False,Mini ITX,,ASRock,16 GB,2 x 240-pin DIMM,DDR3-1333 / 1600,,,,,3 x 1000 Mbit/s,True,Depends on CPU,,E3C226D2I,True,,6,,False,,,,
124,AM4,AMD B450,Black / Silver,True,ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3200,,,,Fatal1ty B450 GAMING K4,1 x 1000 Mbit/s,True,Depends on CPU,,B450 GAMING K4 / Fatal1ty B450 GAMING K4,True,,6,,False,,,,
125,LGA1151,Intel H310,Silver / Brown,False,Micro ATX,,Gigabyte,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,H310M S2P,False,,4,,False,,,,
126,AM4,AMD B350,Brown / Black,False,Micro ATX,,MSI,32 GB,2 x 288-pin DIMM,DDR4-1866 / 2133 / 2400 / 2666 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,B350M PRO-VH PLUS,True,,4,,False,,,,
127,AM3,AMD 880G,Black / Blue,False,Micro ATX,,MSI,16 GB,2 x 240-pin DIMM,DDR3-800 / 1066 / 1333,,,,,1 x 1000 Mbit/s,False,True,,880GMA-E35,True,,6,,False,,,,
128,LGA1151,Intel H370,Black / Silver,True,Micro ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,H370M Pro4,True,,6,,False,,,,
129,FM2+,AMD A70M,Black / Silver,False,Micro ATX,,Biostar,32 GB,2 x 240-pin DIMM,DDR3-800 / 1066 / 1333 / 1600 / 1866 / 2133 / 2400 / 2600,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Hi-Fi A70U3P,True,,4,,False,,,,
130,LGA1151,Intel B360,Brown / Black,False,Micro ATX,,MSI,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,False,,"B360M PRO-VD, (or)",False,,6,,False,,,,
131,LGA2066,Intel X299,White / Black,True,ATX,,Asus,128 GB,8 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 3600 / 4000 / 4200 / 4266,,,,,"1 x 1000 Mbit/s, 1 x 5 Gbit/s",True,False,,Prime X299-Deluxe II,True,,8,,3-way SLI,,,,
132,LGA1155,Intel H67,Black / Blue,False,Micro ATX,,Intel,32 GB,4 x 240-pin DIMM,DDR3-1066 / 1333,,,,DH67BLB3,1 x 1000 Mbit/s,False,Depends on CPU,,BOXDH67BLB3,True,3,2,,False,,,1,
133,LGA1151,Intel Z390,Black / Silver,True,ATX,,MSI,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3733 / 3866 / 4000 / 4133 / 4200 / 4266 / 4400,,,,,2 x 1000 Mbit/s,True,Depends on CPU,,MAG Z390 TOMAHAWK / Z390TOMAHAWK,True,,6,,False,,,,
134,LGA2066,Intel X299,Black / Silver,True,Micro ATX,,EVGA,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3466 / 3600 / 3733 / 4000 / 4133,,,,X299 MICRO ATX 2,1 x 1000 Mbit/s,True,False,,121-SX-E296-KR,False,,6,,True,,,,
135,AM4,AMD X370,Black,False,Mini ITX,,Biostar,32 GB,2 x 288-pin DIMM,DDR4-1866 / 2133 / 2400 / 2666 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,X370GTN,True,,4,,False,,,,
136,LGA1151,Intel B365,Black / Silver,True,Micro ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,B365M Pro4,True,,6,,False,,,,
137,LGA1151,Intel Z370,Black / White,True,ATX,,Gigabyte,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3666 / 3733 / 3800 / 3866 / 4000,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Z370XP SLI (rev. 1.0) / Z370XP SLI,True,,6,,True,,,,
138,LGA2066,Intel X299,Black / Silver,True,Micro ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3200 / 3600 / 3733 / 3800 / 3866 / 4000 / 4133 / 4200 / 4266,,,,,2 x 1000 Mbit/s,True,False,,X299M EXTREME4,False,,8,,True,,,,
139,LGA1151,Intel Z390,Black / Silver,False,Mini ITX,,MSI,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3733 / 3866 / 4000 / 4133 / 4200 / 4266 / 4400 / 4500 / 4600,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,MPG Z390I GAMING EDGE AC / Z390IEDGEAC,True,,4,,False,,,,
140,LGA1151,Intel H370,Black / Silver,True,ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,H370 Pro4,True,,6,,False,,,,
141,LGA1150,Intel C222,Green / Blue,False,Micro ATX,,ASRock,32 GB,4 x 240-pin DIMM,DDR3-1333 / 1600,,,,,2 x 1000 Mbit/s,False,True,,E3C222D4U,True,2,4,,False,,,,
142,LGA1151,Intel Z270,Silver,True,ATX,,Gigabyte,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3666 / 3733 / 3800 / 3866,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,GA-Z270X-DESIGNARE,True,,2,2,True,1,,,
143,LGA1151,Intel Z370,Black / Gray,True,ATX,,Gigabyte,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3666 / 3733 / 3800 / 3866 / 4000,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Z370 HD3 (rev. 1.0) / Z370 HD3,True,,6,,False,,,,
144,LGA1151,Intel Z370,Black / Silver,True,ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3200 / 3600 / 3733 / 3800 / 3866 / 4000 / 4266,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Z370 Killer SLI/ac,True,,6,,True,,,,
145,LGA1151,Intel Z390,Black / Gold,True,EATX,,EVGA,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 4600,,,,Z390 DARK,2 x 1000 Mbit/s,True,Depends on CPU,,131-CS-E399-KR,True,,8,,True,1,,,
146,LGA1151,Intel B250,Brown / Black,False,Micro ATX,,MSI,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,B250M PRO-VDH,False,,6,,False,,,,
147,LGA1151,Intel B360,Silver / Orange,False,Micro ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,TUF B360M-PLUS GAMING,1 x 1000 Mbit/s,True,Depends on CPU,,B360M-PLUS GAMING / TUF B360M-PLUS GAMING,False,,6,,False,,,,
148,LGA2066,Intel X299,Black,True,EATX,,Asus,128 GB,8 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3733 / 3800 / 3866 / 4000 / 4133 / 4266,,,,,"1 x 10 Gbit/s, 1 x 1000 Mbit/s",True,False,,ROG RAMPAGE VI EXTREME OMEGA,True,,6,,3-way SLI,,,,
149,LGA1151,Intel Z390,Black / Silver,False,Mini ITX,,Gigabyte,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Z390 I AORUS PRO WIFI / GA-Z390-I-AORUS-PRO-WIFI,True,,4,,False,,,,
150,LGA1151,Intel B360,Black / Red,False,Micro ATX,,MSI,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,"B360M GAMING PLUS, (or)",False,,6,,False,,,,
151,2 x LGA2011-3 Narrow,Intel C612,Green / Blue,False,SSI EEB,,ASRock,1 TB,16 x 288-pin DIMM,DDR4-1600 / 1866 / 2133 / 2400,,,,,5 x 1000 Mbit/s,True,Depends on CPU,,EP2C612D16C-4L,True,,10,,False,,,,
152,LGA1151,Intel Z390,Black / Silver,True,ATX,,Gigabyte,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3666 / 3733 / 3800 / 3866 / 4000 / 4133,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Z390 AORUS MASTER / GA-Z390-AORUS-MASTER,True,,6,,True,,,,
153,LGA1151,Intel Z370,Black / Yellow,True,ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3733 / 3866 / 4000,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,TUF Z370 Plus Gaming / Z370 Plus Gaming / 90MB0VF0-M0EAY0,True,,6,,False,,,,
154,TR4,AMD X399,Black,True,ATX,,MSI,128 GB,8 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3200 / 3333 / 3466 / 3600,,,,,1 x 1000 Mbit/s,True,False,,"X399 SLI PLUS, (or)",True,,8,,4-way SLI,,,,
155,LGA1151,Intel B360,White,True,ATX,,MSI,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,B360 GAMING ARCTIC,False,,5,,False,,,,
156,LGA1150,Intel C226,Brown / Black,True,ATX,,ASRock,32 GB,4 x 240-pin DIMM,DDR3-1333 / 1600,,,,,2 x 1000 Mbit/s,True,Depends on CPU,,C226WS,True,,10,,True,,,,
157,LGA1151,Intel Z170,Black / Gold,True,ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Z170-P,True,,4,,False,,,,
158,LGA1151,Intel H370,Black / White,False,Micro ATX,,MSI,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,"H370M BAZOOKA, (or)",True,,6,,False,,,,
159,2 x LGA2011-3 Narrow,Intel C612,Green / Blue,False,SSI EEB,,ASRock,1 TB,16 x 288-pin DIMM,DDR4-1600 / 1866 / 2133 / 2400,,,,,3 x 1000 Mbit/s,True,Depends on CPU,,EP2C612D16SM,True,,10,,False,,,,
160,LGA1151,Intel B360,Silver / Black,True,ATX,,Gigabyte,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,B360 HD3,False,,6,,False,,,,
161,LGA1151,Intel Z370,Black,True,ATX,,Gigabyte,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3666 / 3733 / 3800 / 3866 / 4000,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Z370 AORUS ULTRA GAMING WIFI,True,,6,,True,,,,
162,LGA1151,Intel Q370,Green / Black,False,Micro ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,PRIME Q370M-C/CSM,True,,6,,False,,,,
163,LGA1151,Intel H310,Silver / Brown,False,Micro ATX,,Gigabyte,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,H310M A,False,,4,,False,,,,
164,LGA1151,Intel Z390,Silver / Black,True,ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3733 / 3866 / 4000 / 4133 / 4266,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,PRIME Z390-A / 90MB0YT0-M0EAY0,True,,6,,True,,,,
165,LGA1151,Intel H310,Black,False,Micro ATX,,MSI,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,H310M PRO-M2 PLUS,True,,4,,False,,,,
166,AM4,AMD B450,Black / Silver,False,Micro ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,PRIME B450M-A/CSM,True,,6,,False,,,,
167,AM4,AMD A320,Black,False,Micro ATX,,Gigabyte,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3200,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,GA-A320M-S2H,True,,4,,False,,,,
168,LGA1151,Intel B360,Black / Orange,True,ATX,,Gigabyte,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,B360 AORUS Gaming 3 WIFI / GA-B360-AORUS-GAMING-3-WIFI,False,,6,,False,,,,
169,LGA1151,Intel B360,Orange / Black,False,Micro ATX,,Asus,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,TUF B360M-E GAMING,False,,6,,False,,,,
170,AM4,AMD X470,Black / Silver,True,ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3200 / 3466,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,X470 Taichi,True,,6,,True,,,,
171,LGA1151,Intel H370,Silver / Black,True,Micro ATX,,Gigabyte,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,H370M D3H,True,,6,,False,,,,
172,LGA1151,Intel Z390,Black,True,ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 2933 / 3200 / 3600 / 3733 / 3800 / 3866 / 4000 / 4133 / 4266,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Z390 Extreme4,True,,8,,True,,,,
173,AM4,AMD B450,Black / Gold,True,ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200,,,,TUF B450-PLUS GAMING,1 x 1000 Mbit/s,True,Depends on CPU,,B450-PLUS GAMING / TUF B450-PLUS GAMING / 90MB0YM0-M0EAY0,True,,6,,False,,,,
174,TR4,AMD X399,Silver / Black,True,ATX,,Gigabyte,128 GB,8 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2933 / 3200 / 3333 / 3466 / 3600,,,,,2 x 1000 Mbit/s,True,False,,X399 DESIGNARE EX,True,,8,,4-way SLI,,,,
175,LGA1151,Intel B360,Black / Gray,True,ATX,,Asus,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666,,,,Prime B360-Plus,1 x 1000 Mbit/s,True,Depends on CPU,,PRIME B360-PLUS,False,,6,,False,,,,
176,LGA1150,Intel Q87,Black / Gold,False,Thin Mini ITX,,Asus,16 GB,2 x 204-pin SODIMM,DDR3-1066 / 1333 / 1600,,,1,,2 x 1000 Mbit/s,True,Depends on CPU,,Q87T/CSM / Q87T,True,,4,,False,,,,
177,LGA1150,Intel C222,Black / Blue,False,ATX,,Asus,32 GB,4 x 240-pin DIMM,DDR3-1333 / 1600,,,,,2 x 1000 Mbit/s,False,True,,P9D-X,True,4,2,,False,,,,
178,LGA1151,Intel Z170,Black / Red,False,Mini ITX,1,ASRock,32 GB,2 x 288-pin DIMM,DDR4-2133 / 2400 / 2800 / 2933 / 3300 / 3400 / 3600 / 4000,,,,Fatal1ty Z170 Gaming-ITX/ac,1 x 1000 Mbit/s,True,Depends on CPU,,Z170 Gaming-ITX/ac,True,,4,1,False,,,,
179,AM3+,AMD 970,Blue / White,True,ATX,,Gigabyte,32 GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2000,,,,,1 x 1000 Mbit/s,False,False,,GA-970A-DS3,True,,6,,False,,,,
180,LGA1151,Intel Z270,Black / White,True,ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2800 / 2933 / 3200 / 3600 / 3733,,,,,1 x 1000 Mbit/s,True,Depends on CPU,,Z270 Killer SLI/ac,True,,6,,True,,,,
181,LGA1151,Intel Z170,Black / Gold,True,ATX,,ASRock,64 GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2800 / 2933 / 3200,,1,,,2 x 1000 Mbit/s,True,Depends on CPU,,Z170 Extreme7+,True,,4,3,True,,,,
